state_norm,district,month,demo_age_5_17,demo_age_17_
telangana,adilabad,July 2025,212,1521
telangana,bhadradri kothagudem,July 2025,0,0
telangana,hanumakonda,July 2025,0,0
telangana,hyderabad,July 2025,3520,24880
telangana,jagitial,July 2025,0,0
telangana,jangoan,July 2025,102,1304
telangana,jayashankar bhupalapally,July 2025,0,0
telangana,jogulamba gadwal,July 2025,465,2489
telangana,kamareddy,July 2025,326,2188
telangana,karimnagar,July 2025,262,1934
telangana,khammam,July 2025,272,1772
telangana,kumuram bheem asifabad,July 2025,0,0
telangana,mahabubabad,July 2025,71,764
telangana,mahabubnagar,July 2025,834,5121
telangana,mancherial,July 2025,0,0
telangana,medak,July 2025,0,0
telangana,medchal malkajgiri,July 2025,2035,10684
telangana,mulugu,July 2025,0,0
telangana,nagarkurnool,July 2025,0,0
telangana,nalgonda,July 2025,378,2920
telangana,narayanpet,July 2025,0,0
telangana,nirmal,July 2025,0,0
telangana,nizamabad,July 2025,298,2113
telangana,peddapalli,July 2025,0,0
telangana,rajanna sircilla,July 2025,0,0
telangana,ranga reddy,July 2025,0,0
telangana,sangareddy,July 2025,799,3755
telangana,siddipet,July 2025,132,1038
telangana,suryapet,July 2025,250,1908
telangana,vikarabad,July 2025,606,2993
telangana,wanaparthy,July 2025,0,0
telangana,warangal,July 2025,0,0
telangana,yadadri bhuvanagiri,July 2025,0,0
the dadra and nagar haveli and daman and diu,dadra and nagar haveli,July 2025,0,0
the dadra and nagar haveli and daman and diu,daman,July 2025,0,0
the dadra and nagar haveli and daman and diu,diu,July 2025,0,0
tripura,dhalai,July 2025,0,0
tripura,gomati,July 2025,0,0
tripura,khowai,July 2025,0,0
tripura,north tripura,July 2025,0,0
tripura,sepahijala,July 2025,0,0
tripura,south tripura,July 2025,0,0
tripura,unakoti,July 2025,0,0
tripura,west tripura,July 2025,0,0
uttar pradesh,agra,July 2025,415,3159
uttar pradesh,aligarh,July 2025,1067,11142
uttar pradesh,ambedkar nagar,July 2025,0,0
uttar pradesh,amethi,July 2025,0,0
uttar pradesh,amroha,July 2025,894,8728
uttar pradesh,auraiya,July 2025,0,0
uttar pradesh,ayodhya,July 2025,0,0
uttar pradesh,azamgarh,July 2025,0,0
uttar pradesh,baghpat,July 2025,0,0
uttar pradesh,bahraich,July 2025,0,0
uttar pradesh,ballia,July 2025,0,0
uttar pradesh,balrampur,July 2025,0,0
uttar pradesh,banda,July 2025,0,0
uttar pradesh,bara banki,July 2025,392,2922
uttar pradesh,bareilly,July 2025,1805,15633
uttar pradesh,basti,July 2025,0,0
uttar pradesh,bhadohi,July 2025,0,0
uttar pradesh,bijnor,July 2025,2387,23053
uttar pradesh,budaun,July 2025,0,0
uttar pradesh,bulandshahr,July 2025,1164,10338
uttar pradesh,chandauli,July 2025,0,0
uttar pradesh,chitrakoot,July 2025,0,0
uttar pradesh,deoria,July 2025,0,0
uttar pradesh,etah,July 2025,0,0
uttar pradesh,etawah,July 2025,0,0
uttar pradesh,farrukhabad,July 2025,0,0
uttar pradesh,fatehpur,July 2025,0,0
uttar pradesh,firozabad,July 2025,2672,26816
uttar pradesh,gautam buddha nagar,July 2025,3087,28036
uttar pradesh,ghaziabad,July 2025,1921,17038
uttar pradesh,ghazipur,July 2025,0,0
uttar pradesh,gonda,July 2025,0,0
uttar pradesh,gorakhpur,July 2025,0,0
uttar pradesh,hamirpur,July 2025,0,0
uttar pradesh,hapur,July 2025,0,0
uttar pradesh,hardoi,July 2025,0,0
uttar pradesh,hathras,July 2025,0,0
uttar pradesh,jalaun,July 2025,0,0
uttar pradesh,jaunpur,July 2025,0,0
uttar pradesh,jhansi,July 2025,0,0
uttar pradesh,kannauj,July 2025,0,0
uttar pradesh,kanpur dehat,July 2025,0,0
uttar pradesh,kanpur nagar,July 2025,528,5600
uttar pradesh,kasganj,July 2025,0,0
uttar pradesh,kaushambi,July 2025,1102,6566
uttar pradesh,kheri,July 2025,0,0
uttar pradesh,kushinagar,July 2025,2168,14136
uttar pradesh,lalitpur,July 2025,0,0
uttar pradesh,lucknow,July 2025,1562,17852
uttar pradesh,mahoba,July 2025,0,0
uttar pradesh,mahrajganj,July 2025,0,0
uttar pradesh,mainpuri,July 2025,0,0
uttar pradesh,mathura,July 2025,346,2328
uttar pradesh,mau,July 2025,0,0
uttar pradesh,meerut,July 2025,1044,10764
uttar pradesh,mirzapur,July 2025,0,0
uttar pradesh,moradabad,July 2025,1398,14732
uttar pradesh,muzaffarnagar,July 2025,461,4255
uttar pradesh,pilibhit,July 2025,1496,15942
uttar pradesh,pratapgarh,July 2025,0,0
uttar pradesh,prayagraj,July 2025,260,1504
uttar pradesh,rae bareli,July 2025,0,0
uttar pradesh,rampur,July 2025,2286,26222
uttar pradesh,saharanpur,July 2025,853,10548
uttar pradesh,sambhal,July 2025,0,0
uttar pradesh,sant kabir nagar,July 2025,0,0
uttar pradesh,shahjahanpur,July 2025,1196,11243
uttar pradesh,shamli,July 2025,736,5720
uttar pradesh,shrawasti,July 2025,0,0
uttar pradesh,siddharthnagar,July 2025,0,0
uttar pradesh,sitapur,July 2025,0,0
uttar pradesh,sonbhadra,July 2025,0,0
uttar pradesh,sultanpur,July 2025,0,0
uttar pradesh,unnao,July 2025,365,3185
uttar pradesh,varanasi,July 2025,0,0
uttarakhand,almora,July 2025,0,0
uttarakhand,bageshwar,July 2025,0,0
uttarakhand,chamoli,July 2025,0,0
uttarakhand,champawat,July 2025,0,0
uttarakhand,dehradun,July 2025,451,5131
uttarakhand,haridwar,July 2025,0,0
uttarakhand,nainital,July 2025,1114,7892
uttarakhand,pauri garhwal,July 2025,412,2840
uttarakhand,pithoragarh,July 2025,0,0
uttarakhand,rudraprayag,July 2025,0,0
uttarakhand,tehri garhwal,July 2025,0,0
uttarakhand,udham singh nagar,July 2025,2568,17786
uttarakhand,uttarkashi,July 2025,0,0
west bengal,alipurduar,July 2025,0,0
west bengal,bankura,July 2025,243,2136
west bengal,birbhum,July 2025,599,4139
west bengal,cooch behar,July 2025,147,1096
west bengal,dakshin dinajpur,July 2025,289,3397
west bengal,darjeeling,July 2025,0,0
west bengal,hooghly,July 2025,258,2694
west bengal,howrah,July 2025,0,0
west bengal,jalpaiguri,July 2025,0,0
west bengal,jhargram,July 2025,0,0
west bengal,kalimpong,July 2025,0,0
west bengal,kolkata,July 2025,0,0
west bengal,malda,July 2025,788,5951
west bengal,murshidabad,July 2025,3911,34021
west bengal,nadia,July 2025,0,0
west bengal,north parganas,July 2025,0,0
west bengal,paschim bardhaman,July 2025,0,0
west bengal,paschim medinipur,July 2025,467,4206
west bengal,purba bardhaman,July 2025,179,1286
west bengal,purba medinipur,July 2025,166,1117
west bengal,purulia,July 2025,347,3595
west bengal,south parganas,July 2025,2977,27871
west bengal,uttar dinajpur,July 2025,3430,42515
andaman and nicobar islands,nicobars,September 2025,2,149
andaman and nicobar islands,north and middle andaman,September 2025,10,240
andaman and nicobar islands,south andamans,September 2025,59,344
andhra pradesh,alluri sitharama raju,September 2025,219,1349
andhra pradesh,anakapalli,September 2025,165,1411
andhra pradesh,ananthapuramu,September 2025,923,5773
andhra pradesh,annamayya,September 2025,265,2058
andhra pradesh,bapatla,September 2025,194,1372
andhra pradesh,chittoor,September 2025,1870,14717
andhra pradesh,dr b r ambedkar konaseema,September 2025,182,1790
andhra pradesh,east godavari,September 2025,1669,17407
andhra pradesh,eluru,September 2025,260,2284
andhra pradesh,guntur,September 2025,1601,17049
andhra pradesh,kakinada,September 2025,307,2810
andhra pradesh,krishna,September 2025,1394,15227
andhra pradesh,kurnool,September 2025,1604,12731
andhra pradesh,nandyal,September 2025,217,1555
andhra pradesh,ntr,September 2025,0,0
andhra pradesh,palnadu,September 2025,247,1869
andhra pradesh,parvathipuram manyam,September 2025,96,848
andhra pradesh,prakasam,September 2025,1440,14937
andhra pradesh,sri potti sriramulu nellore,September 2025,353,2469
andhra pradesh,sri sathya sai,September 2025,250,1802
andhra pradesh,srikakulam,September 2025,1605,11473
andhra pradesh,tirupati,September 2025,377,2762
andhra pradesh,visakhapatnam,September 2025,1834,15181
andhra pradesh,vizianagaram,September 2025,845,8074
andhra pradesh,west godavari,September 2025,1149,14790
andhra pradesh,y s r kadapa,September 2025,0,0
arunachal pradesh,anjaw,September 2025,37,171
arunachal pradesh,bichom,September 2025,0,0
arunachal pradesh,changlang,September 2025,327,2017
arunachal pradesh,dibang valley,September 2025,1,40
arunachal pradesh,east kameng,September 2025,126,614
arunachal pradesh,east siang,September 2025,135,615
arunachal pradesh,kamle,September 2025,43,190
arunachal pradesh,keyi panyor,September 2025,0,0
arunachal pradesh,kra daadi,September 2025,53,84
arunachal pradesh,kurung kumey,September 2025,49,89
arunachal pradesh,leparada,September 2025,2,5
arunachal pradesh,lohit,September 2025,61,441
arunachal pradesh,longding,September 2025,96,453
arunachal pradesh,lower dibang valley,September 2025,35,221
arunachal pradesh,lower siang,September 2025,15,80
arunachal pradesh,lower subansiri,September 2025,51,375
arunachal pradesh,namsai,September 2025,79,500
arunachal pradesh,pakke kessang,September 2025,7,19
arunachal pradesh,papum pare,September 2025,171,825
arunachal pradesh,shi yomi,September 2025,11,28
arunachal pradesh,siang,September 2025,58,150
arunachal pradesh,tawang,September 2025,72,188
arunachal pradesh,tirap,September 2025,12,176
arunachal pradesh,upper siang,September 2025,49,533
arunachal pradesh,upper subansiri,September 2025,87,184
arunachal pradesh,west kameng,September 2025,126,339
arunachal pradesh,west siang,September 2025,199,796
assam,bajali,September 2025,15,210
assam,baksa,September 2025,288,2192
assam,barpeta,September 2025,1066,9856
assam,biswanath,September 2025,173,1906
assam,bongaigaon,September 2025,502,4784
assam,cachar,September 2025,1027,12108
assam,charaideo,September 2025,198,1986
assam,chirang,September 2025,196,1898
assam,darrang,September 2025,923,5467
assam,dhemaji,September 2025,448,3981
assam,dhubri,September 2025,1812,16503
assam,dibrugarh,September 2025,524,6071
assam,dima hasao,September 2025,2,47
assam,goalpara,September 2025,718,6764
assam,golaghat,September 2025,465,4886
assam,hailakandi,September 2025,511,4321
assam,hojai,September 2025,606,4699
assam,jorhat,September 2025,199,2956
assam,kamrup,September 2025,847,8116
assam,kamrup metro,September 2025,468,4178
assam,karbi anglong,September 2025,551,9055
assam,kokrajhar,September 2025,329,2820
assam,lakhimpur,September 2025,910,7043
assam,majuli,September 2025,68,799
assam,marigaon,September 2025,1157,8063
assam,nagaon,September 2025,1713,18902
assam,nalbari,September 2025,512,3824
assam,sivasagar,September 2025,0,0
assam,sonitpur,September 2025,773,7921
assam,south salmara mancachar,September 2025,220,4579
assam,sribhumi,September 2025,22,823
assam,tamulpur,September 2025,0,0
assam,tinsukia,September 2025,345,5280
assam,udalguri,September 2025,261,2804
assam,west karbi anglong,September 2025,13,242
bihar,araria,September 2025,1508,38396
bihar,arwal,September 2025,418,6882
bihar,aurangabad,September 2025,1924,24523
bihar,banka,September 2025,1303,21512
bihar,begusarai,September 2025,2658,29988
bihar,bhagalpur,September 2025,2518,32564
bihar,bhojpur,September 2025,1919,47176
bihar,buxar,September 2025,1253,12554
bihar,darbhanga,September 2025,2447,31908
bihar,gaya,September 2025,4003,48586
bihar,gopalganj,September 2025,1392,18954
bihar,jamui,September 2025,959,15680
bihar,jehanabad,September 2025,819,13437
bihar,kaimur bhabua,September 2025,1238,18505
bihar,katihar,September 2025,1969,40685
bihar,khagaria,September 2025,1645,21675
bihar,kishanganj,September 2025,1168,57853
bihar,lakhisarai,September 2025,805,12276
bihar,madhepura,September 2025,1356,21465
bihar,madhubani,September 2025,2268,34378
bihar,munger,September 2025,857,13465
bihar,muzaffarpur,September 2025,2881,44055
bihar,nalanda,September 2025,2206,61005
bihar,nawada,September 2025,1533,24394
bihar,pashchim champaran,September 2025,8,398
bihar,patna,September 2025,4161,62593
bihar,purbi champaran,September 2025,2,272
bihar,purnia,September 2025,1507,31158
bihar,rohtas,September 2025,2021,26021
bihar,saharsa,September 2025,1281,22698
bihar,samastipur,September 2025,2467,46343
bihar,saran,September 2025,2702,33025
bihar,sheikhpura,September 2025,444,8644
bihar,sheohar,September 2025,410,7465
bihar,sitamarhi,September 2025,2088,33938
bihar,siwan,September 2025,1785,20257
bihar,supaul,September 2025,986,23120
bihar,vaishali,September 2025,2195,33162
chandigarh,chandigarh,September 2025,698,5076
chhattisgarh,balod,September 2025,401,6337
chhattisgarh,balodabazar bhatapara,September 2025,0,0
chhattisgarh,balrampur ramanujganj,September 2025,0,0
chhattisgarh,bastar,September 2025,724,10997
chhattisgarh,bemetara,September 2025,575,7024
chhattisgarh,bijapur,September 2025,224,1666
chhattisgarh,bilaspur,September 2025,965,12798
chhattisgarh,dakshin bastar dantewada,September 2025,158,801
chhattisgarh,dhamtari,September 2025,321,5922
chhattisgarh,durg,September 2025,1171,8248
chhattisgarh,gariyaband,September 2025,291,4131
chhattisgarh,gaurela pendra marwahi,September 2025,47,414
chhattisgarh,janjgir champa,September 2025,741,9682
chhattisgarh,jashpur,September 2025,522,4687
chhattisgarh,kabeerdham,September 2025,229,2823
chhattisgarh,khairagarh chhuikhadan gandai,September 2025,63,840
chhattisgarh,kondagaon,September 2025,259,3698
chhattisgarh,korba,September 2025,501,6418
chhattisgarh,korea,September 2025,0,0
chhattisgarh,mahasamund,September 2025,480,7784
chhattisgarh,manendragarh chirmiri bharatpur m c b,September 2025,66,770
chhattisgarh,mohla manpur ambagarh chouki,September 2025,395,2436
chhattisgarh,mungeli,September 2025,306,5050
chhattisgarh,narayanpur,September 2025,110,1119
chhattisgarh,raigarh,September 2025,457,10048
chhattisgarh,raipur,September 2025,797,9287
chhattisgarh,rajnandgaon,September 2025,1011,9708
chhattisgarh,sakti,September 2025,142,1289
chhattisgarh,sarangarh bilaigarh,September 2025,63,1003
chhattisgarh,sukma,September 2025,263,2631
chhattisgarh,surajpur,September 2025,434,7515
chhattisgarh,surguja,September 2025,769,12677
chhattisgarh,uttar bastar kanker,September 2025,150,1962
delhi,central,September 2025,0,0
delhi,east,September 2025,0,0
delhi,new delhi,September 2025,59,369
delhi,north,September 2025,0,0
delhi,north east,September 2025,81,1554
delhi,north west,September 2025,0,0
delhi,shahdara,September 2025,240,1503
delhi,south,September 2025,0,0
delhi,south east,September 2025,0,0
delhi,south west,September 2025,0,0
delhi,west,September 2025,0,0
goa,north goa,September 2025,199,3157
goa,south goa,September 2025,201,2706
gujarat,ahmedabad,September 2025,3333,30996
gujarat,amreli,September 2025,344,4610
gujarat,anand,September 2025,581,6501
gujarat,arvalli,September 2025,264,1245
gujarat,banas kantha,September 2025,1350,11131
gujarat,bharuch,September 2025,645,5442
gujarat,bhavnagar,September 2025,845,8703
gujarat,botad,September 2025,226,1171
gujarat,chhotaudepur,September 2025,346,1632
gujarat,dahod,September 2025,777,5453
gujarat,dangs,September 2025,0,0
gujarat,devbhumi dwarka,September 2025,181,1233
gujarat,gandhinagar,September 2025,673,6238
gujarat,gir somnath,September 2025,247,1738
gujarat,jamnagar,September 2025,698,7256
gujarat,junagadh,September 2025,590,5975
gujarat,kachchh,September 2025,694,7542
gujarat,kheda,September 2025,803,8619
gujarat,mahesana,September 2025,864,6772
gujarat,mahisagar,September 2025,184,1296
gujarat,morbi,September 2025,204,1799
gujarat,narmada,September 2025,363,1947
gujarat,navsari,September 2025,585,3831
gujarat,panch mahals,September 2025,7,76
gujarat,patan,September 2025,497,5171
gujarat,porbandar,September 2025,242,2455
gujarat,rajkot,September 2025,821,12975
gujarat,sabar kantha,September 2025,11,135
gujarat,surat,September 2025,3026,30609
gujarat,surendranagar,September 2025,8,175
gujarat,tapi,September 2025,426,1830
gujarat,vadodara,September 2025,1753,14497
gujarat,valsad,September 2025,1044,5195
gujarat,vav tharad,September 2025,0,0
haryana,ambala,September 2025,427,3106
haryana,bhiwani,September 2025,495,2959
haryana,charkhi dadri,September 2025,226,1065
haryana,faridabad,September 2025,1387,10680
haryana,fatehabad,September 2025,424,2346
haryana,gurugram,September 2025,0,0
haryana,hisar,September 2025,744,4671
haryana,jhajjar,September 2025,387,2528
haryana,jind,September 2025,416,2785
haryana,kaithal,September 2025,548,2617
haryana,karnal,September 2025,516,2681
haryana,kurukshetra,September 2025,415,2309
haryana,mahendragarh,September 2025,382,2235
haryana,nuh,September 2025,0,0
haryana,palwal,September 2025,610,5849
haryana,panchkula,September 2025,388,2173
haryana,panipat,September 2025,726,4474
haryana,rewari,September 2025,676,3417
haryana,rohtak,September 2025,464,2114
haryana,sirsa,September 2025,398,3670
haryana,sonipat,September 2025,700,4593
haryana,yamunanagar,September 2025,10,78
himachal pradesh,bilaspur,September 2025,212,1518
himachal pradesh,chamba,September 2025,390,4601
himachal pradesh,hamirpur,September 2025,202,1427
himachal pradesh,kangra,September 2025,664,7574
himachal pradesh,kinnaur,September 2025,37,304
himachal pradesh,kullu,September 2025,139,2012
himachal pradesh,lahaul and spiti,September 2025,12,29
himachal pradesh,mandi,September 2025,314,3404
himachal pradesh,shimla,September 2025,285,3825
himachal pradesh,sirmaur,September 2025,285,2675
himachal pradesh,solan,September 2025,277,1944
himachal pradesh,una,September 2025,266,3029
jammu and kashmir,anantnag,September 2025,428,2707
jammu and kashmir,bandipora,September 2025,244,1150
jammu and kashmir,baramulla,September 2025,442,3080
jammu and kashmir,budgam,September 2025,295,647
jammu and kashmir,doda,September 2025,55,785
jammu and kashmir,ganderbal,September 2025,107,661
jammu and kashmir,jammu,September 2025,339,5304
jammu and kashmir,kathua,September 2025,165,2228
jammu and kashmir,kishtwar,September 2025,41,361
jammu and kashmir,kulgam,September 2025,151,602
jammu and kashmir,kupwara,September 2025,506,2784
jammu and kashmir,poonch,September 2025,0,0
jammu and kashmir,pulwama,September 2025,164,1257
jammu and kashmir,rajouri,September 2025,272,2223
jammu and kashmir,ramban,September 2025,121,663
jammu and kashmir,reasi,September 2025,80,646
jammu and kashmir,samba,September 2025,101,511
jammu and kashmir,shopian,September 2025,0,0
jammu and kashmir,srinagar,September 2025,319,4151
jammu and kashmir,udhampur,September 2025,90,1576
jharkhand,bokaro,September 2025,888,8490
jharkhand,chatra,September 2025,898,9195
jharkhand,deoghar,September 2025,718,8073
jharkhand,dhanbad,September 2025,924,12362
jharkhand,dumka,September 2025,719,9941
jharkhand,east singhbum,September 2025,696,8827
jharkhand,garhwa,September 2025,740,7249
jharkhand,giridih,September 2025,1759,12127
jharkhand,godda,September 2025,566,8694
jharkhand,gumla,September 2025,745,8798
jharkhand,hazaribagh,September 2025,1126,9840
jharkhand,jamtara,September 2025,273,5655
jharkhand,khunti,September 2025,223,3600
jharkhand,koderma,September 2025,311,2973
jharkhand,latehar,September 2025,634,6949
jharkhand,lohardaga,September 2025,290,2521
jharkhand,pakur,September 2025,606,6971
jharkhand,palamu,September 2025,1664,13095
jharkhand,ramgarh,September 2025,471,4428
jharkhand,ranchi,September 2025,1279,12635
jharkhand,sahebganj,September 2025,1081,12373
jharkhand,saraikela kharsawan,September 2025,390,6197
jharkhand,simdega,September 2025,379,5607
jharkhand,west singhbhum,September 2025,1030,13849
karnataka,bagalkote,September 2025,1280,5770
karnataka,ballari,September 2025,279,1848
karnataka,belagavi,September 2025,1000,5653
karnataka,bengaluru rural,September 2025,4,20
karnataka,bengaluru south,September 2025,56,544
karnataka,bengaluru urban,September 2025,0,0
karnataka,bidar,September 2025,683,4804
karnataka,chamarajanagar,September 2025,345,2465
karnataka,chikkaballapura,September 2025,380,3838
karnataka,chikkamagaluru,September 2025,178,1266
karnataka,chitradurga,September 2025,436,4794
karnataka,dakshina kannada,September 2025,882,6922
karnataka,davanagere,September 2025,562,5046
karnataka,dharwad,September 2025,876,5270
karnataka,gadag,September 2025,614,3219
karnataka,hassan,September 2025,508,5044
karnataka,haveri,September 2025,800,4352
karnataka,kalaburagi,September 2025,689,3321
karnataka,kodagu,September 2025,175,1686
karnataka,kolar,September 2025,634,4991
karnataka,koppal,September 2025,720,4828
karnataka,mandya,September 2025,334,4086
karnataka,mysuru,September 2025,406,3968
karnataka,raichur,September 2025,836,6058
karnataka,shivamogga,September 2025,430,2642
karnataka,tumakuru,September 2025,707,6834
karnataka,udupi,September 2025,578,3908
karnataka,uttara kannada,September 2025,380,4161
karnataka,vijayanagara,September 2025,203,1818
karnataka,vijayapura,September 2025,794,3752
karnataka,yadgir,September 2025,779,4038
kerala,alappuzha,September 2025,578,6000
kerala,ernakulam,September 2025,1059,9250
kerala,idukki,September 2025,301,2468
kerala,kannur,September 2025,887,8944
kerala,kasaragod,September 2025,447,4224
kerala,kollam,September 2025,912,8051
kerala,kottayam,September 2025,479,5400
kerala,kozhikode,September 2025,1649,11305
kerala,malappuram,September 2025,1761,17319
kerala,palakkad,September 2025,852,7041
kerala,pathanamthitta,September 2025,482,3787
kerala,thiruvananthapuram,September 2025,1096,9686
kerala,thrissur,September 2025,1144,9779
kerala,wayanad,September 2025,339,2046
ladakh,kargil,September 2025,42,226
ladakh,leh ladakh,September 2025,0,0
lakshadweep,lakshadweep district,September 2025,0,0
madhya pradesh,agar malwa,September 2025,126,865
madhya pradesh,alirajpur,September 2025,444,4039
madhya pradesh,anuppur,September 2025,390,2658
madhya pradesh,ashoknagar,September 2025,535,3256
madhya pradesh,balaghat,September 2025,694,5299
madhya pradesh,barwani,September 2025,952,5773
madhya pradesh,betul,September 2025,1176,4412
madhya pradesh,bhind,September 2025,1239,5883
madhya pradesh,bhopal,September 2025,1094,6622
madhya pradesh,burhanpur,September 2025,379,1554
madhya pradesh,chhatarpur,September 2025,2046,8887
madhya pradesh,chhindwara,September 2025,1052,5534
madhya pradesh,damoh,September 2025,926,5979
madhya pradesh,datia,September 2025,1057,4555
madhya pradesh,dewas,September 2025,594,3636
madhya pradesh,dhar,September 2025,1163,8375
madhya pradesh,dindori,September 2025,380,2911
madhya pradesh,guna,September 2025,631,4923
madhya pradesh,gwalior,September 2025,1553,8224
madhya pradesh,harda,September 2025,162,1210
madhya pradesh,indore,September 2025,1801,11876
madhya pradesh,jabalpur,September 2025,1198,9355
madhya pradesh,jhabua,September 2025,809,6798
madhya pradesh,katni,September 2025,1048,5791
madhya pradesh,khandwa east nimar,September 2025,0,0
madhya pradesh,khargone west nimar,September 2025,0,0
madhya pradesh,maihar,September 2025,27,676
madhya pradesh,mandla,September 2025,588,4284
madhya pradesh,mandsaur,September 2025,928,4262
madhya pradesh,mauganj,September 2025,26,661
madhya pradesh,morena,September 2025,1448,8530
madhya pradesh,narmadapuram,September 2025,70,693
madhya pradesh,narsimhapur,September 2025,87,921
madhya pradesh,neemuch,September 2025,659,3464
madhya pradesh,niwari,September 2025,15,229
madhya pradesh,pandhurna,September 2025,15,168
madhya pradesh,panna,September 2025,689,4595
madhya pradesh,raisen,September 2025,854,4881
madhya pradesh,rajgarh,September 2025,839,3243
madhya pradesh,ratlam,September 2025,737,4909
madhya pradesh,rewa,September 2025,1669,11617
madhya pradesh,sagar,September 2025,1261,8557
madhya pradesh,satna,September 2025,1373,11421
madhya pradesh,sehore,September 2025,375,2023
madhya pradesh,seoni,September 2025,820,7089
madhya pradesh,shahdol,September 2025,628,5042
madhya pradesh,shajapur,September 2025,605,3318
madhya pradesh,sheopur,September 2025,447,3476
madhya pradesh,shivpuri,September 2025,1113,7900
madhya pradesh,sidhi,September 2025,854,8800
madhya pradesh,singrauli,September 2025,1078,7127
madhya pradesh,tikamgarh,September 2025,1054,5748
madhya pradesh,ujjain,September 2025,995,7016
madhya pradesh,umaria,September 2025,380,3294
madhya pradesh,vidisha,September 2025,1002,4058
maharashtra,ahilyanagar,September 2025,0,0
maharashtra,akola,September 2025,556,3654
maharashtra,amravati,September 2025,963,5919
maharashtra,beed,September 2025,1388,7147
maharashtra,bhandara,September 2025,379,2835
maharashtra,buldhana,September 2025,987,6952
maharashtra,chandrapur,September 2025,530,5191
maharashtra,chhatrapati sambhajinagar,September 2025,241,2413
maharashtra,dharashiv,September 2025,30,554
maharashtra,dhule,September 2025,625,5409
maharashtra,gadchiroli,September 2025,304,2297
maharashtra,gondia,September 2025,616,3754
maharashtra,hingoli,September 2025,584,4179
maharashtra,jalgaon,September 2025,1613,10616
maharashtra,jalna,September 2025,807,5274
maharashtra,kolhapur,September 2025,1107,8130
maharashtra,latur,September 2025,900,6906
maharashtra,mumbai,September 2025,1372,15750
maharashtra,mumbai suburban,September 2025,1761,15677
maharashtra,nagpur,September 2025,1810,13247
maharashtra,nanded,September 2025,1261,10057
maharashtra,nandurbar,September 2025,365,2934
maharashtra,nashik,September 2025,2449,16700
maharashtra,palghar,September 2025,1261,11151
maharashtra,parbhani,September 2025,831,5741
maharashtra,pune,September 2025,4108,33000
maharashtra,raigad,September 2025,342,3529
maharashtra,ratnagiri,September 2025,491,5133
maharashtra,sangli,September 2025,670,6013
maharashtra,satara,September 2025,779,7129
maharashtra,sindhudurg,September 2025,162,2759
maharashtra,solapur,September 2025,1367,11613
maharashtra,thane,September 2025,3624,33138
maharashtra,wardha,September 2025,311,2311
maharashtra,washim,September 2025,277,2609
maharashtra,yavatmal,September 2025,1076,10120
manipur,bishnupur,September 2025,464,2319
manipur,chandel,September 2025,133,645
manipur,churachandpur,September 2025,349,1452
manipur,imphal east,September 2025,499,2320
manipur,imphal west,September 2025,643,2757
manipur,jiribam,September 2025,59,214
manipur,kakching,September 2025,158,824
manipur,kamjong,September 2025,0,0
manipur,kangpokpi,September 2025,0,0
manipur,noney,September 2025,0,0
manipur,pherzawl,September 2025,1,8
manipur,senapati,September 2025,401,1500
manipur,tamenglong,September 2025,146,427
manipur,tengnoupal,September 2025,0,0
manipur,thoubal,September 2025,695,7309
manipur,ukhrul,September 2025,200,750
meghalaya,east garo hills,September 2025,71,1457
meghalaya,east jaintia hills,September 2025,112,639
meghalaya,east khasi hills,September 2025,355,2861
meghalaya,eastern west khasi hills,September 2025,16,101
meghalaya,north garo hills,September 2025,56,956
meghalaya,ri bhoi,September 2025,225,1751
meghalaya,south garo hills,September 2025,54,541
meghalaya,south west garo hills,September 2025,105,1262
meghalaya,south west khasi hills,September 2025,87,423
meghalaya,west garo hills,September 2025,200,2685
meghalaya,west jaintia hills,September 2025,140,1165
meghalaya,west khasi hills,September 2025,272,1843
mizoram,aizawl,September 2025,193,1694
mizoram,champhai,September 2025,77,546
mizoram,hnahthial,September 2025,2,15
mizoram,khawzawl,September 2025,2,7
mizoram,kolasib,September 2025,107,330
mizoram,lawngtlai,September 2025,69,534
mizoram,lunglei,September 2025,84,595
mizoram,mamit,September 2025,51,314
mizoram,saitual,September 2025,0,30
mizoram,serchhip,September 2025,59,226
mizoram,siaha,September 2025,0,0
nagaland,chumoukedima,September 2025,14,165
nagaland,dimapur,September 2025,101,1111
nagaland,kiphire,September 2025,26,290
nagaland,kohima,September 2025,64,605
nagaland,longleng,September 2025,15,140
nagaland,meluri,September 2025,0,28
nagaland,mokokchung,September 2025,32,487
nagaland,mon,September 2025,108,718
nagaland,niuland,September 2025,5,35
nagaland,noklak,September 2025,13,65
nagaland,peren,September 2025,48,305
nagaland,phek,September 2025,27,332
nagaland,shamator,September 2025,6,84
nagaland,tseminyu,September 2025,2,14
nagaland,tuensang,September 2025,57,594
nagaland,wokha,September 2025,21,198
nagaland,zunheboto,September 2025,40,561
odisha,angul,September 2025,544,5420
odisha,balangir,September 2025,699,5342
odisha,balasore,September 2025,0,0
odisha,bargarh,September 2025,702,5803
odisha,bhadrak,September 2025,913,5515
odisha,boudh,September 2025,173,1654
odisha,cuttack,September 2025,918,7113
odisha,deogarh,September 2025,0,0
odisha,dhenkanal,September 2025,633,5287
odisha,gajapati,September 2025,409,3140
odisha,ganjam,September 2025,1531,12126
odisha,jagatsinghapur,September 2025,328,3466
odisha,jajpur,September 2025,855,7146
odisha,jharsuguda,September 2025,250,2291
odisha,kalahandi,September 2025,1128,9018
