month,state_norm,district_resolved,demo_age_5_17,demo_age_17_
September 2025,uttar pradesh,hathras,1748,8529
September 2025,uttar pradesh,jalaun,1585,9389
September 2025,uttar pradesh,jaunpur,7041,25612
September 2025,uttar pradesh,jhansi,1547,10259
September 2025,uttar pradesh,kannauj,2251,9890
September 2025,uttar pradesh,kanpur dehat,2810,12528
September 2025,uttar pradesh,kanpur nagar,3112,21529
September 2025,uttar pradesh,kasganj,1557,8383
September 2025,uttar pradesh,kaushambi,2889,9854
September 2025,uttar pradesh,kheri,3816,28631
September 2025,uttar pradesh,kushinagar,4116,18930
September 2025,uttar pradesh,lalitpur,1367,8073
September 2025,uttar pradesh,lucknow,2567,23945
September 2025,uttar pradesh,mahoba,1146,5945
September 2025,uttar pradesh,mahrajganj,4021,16588
September 2025,uttar pradesh,mainpuri,2222,10719
September 2025,uttar pradesh,mathura,2751,13752
September 2025,uttar pradesh,mau,3232,12801
September 2025,uttar pradesh,meerut,2321,19322
September 2025,uttar pradesh,mirzapur,2933,14328
September 2025,uttar pradesh,moradabad,2341,17014
September 2025,uttar pradesh,muzaffarnagar,2310,15466
September 2025,uttar pradesh,pilibhit,1909,12710
September 2025,uttar pradesh,pratapgarh,3533,18274
September 2025,uttar pradesh,prayagraj,557,3114
September 2025,uttar pradesh,rae bareli,3341,17603
September 2025,uttar pradesh,rampur,2066,13535
September 2025,uttar pradesh,saharanpur,2403,18196
September 2025,uttar pradesh,sambhal,2777,14698
September 2025,uttar pradesh,sant kabir nagar,2462,11264
September 2025,uttar pradesh,shahjahanpur,4178,22027
September 2025,uttar pradesh,shamli,978,7295
September 2025,uttar pradesh,shrawasti,1371,9710
September 2025,uttar pradesh,siddharthnagar,3059,14121
September 2025,uttar pradesh,sitapur,3762,26852
September 2025,uttar pradesh,sonbhadra,2224,11812
September 2025,uttar pradesh,sultanpur,3438,14546
September 2025,uttar pradesh,unnao,2769,18785
September 2025,uttar pradesh,varanasi,4037,21494
September 2025,uttarakhand,almora,333,1958
September 2025,uttarakhand,bageshwar,251,892
September 2025,uttarakhand,chamoli,233,1577
September 2025,uttarakhand,champawat,220,1333
September 2025,uttarakhand,dehradun,768,7514
September 2025,uttarakhand,haridwar,1200,10021
September 2025,uttarakhand,nainital,572,4206
September 2025,uttarakhand,pauri garhwal,373,3171
September 2025,uttarakhand,pithoragarh,283,1706
September 2025,uttarakhand,rudraprayag,164,849
September 2025,uttarakhand,tehri garhwal,461,4255
September 2025,uttarakhand,udham singh nagar,1136,9297
September 2025,uttarakhand,uttarkashi,289,1175
September 2025,west bengal,alipurduar,392,2487
September 2025,west bengal,bankura,2421,32028
September 2025,west bengal,birbhum,2649,32888
September 2025,west bengal,cooch behar,3149,27460
September 2025,west bengal,dakshin dinajpur,1289,21352
September 2025,west bengal,darjeeling,509,8955
September 2025,west bengal,hooghly,2055,36491
September 2025,west bengal,howrah,1183,19864
September 2025,west bengal,jalpaiguri,2335,52821
September 2025,west bengal,jhargram,133,1403
September 2025,west bengal,kalimpong,41,383
September 2025,west bengal,kolkata,664,17467
September 2025,west bengal,malda,3161,40873
September 2025,west bengal,murshidabad,6339,69409
September 2025,west bengal,nadia,2492,40971
September 2025,west bengal,north parganas,3216,56583
September 2025,west bengal,paschim bardhaman,231,2572
September 2025,west bengal,paschim medinipur,3465,47504
September 2025,west bengal,purba bardhaman,377,3619
September 2025,west bengal,purba medinipur,1804,15824
September 2025,west bengal,purulia,2839,37335
September 2025,west bengal,south parganas,4623,68410
September 2025,west bengal,uttar dinajpur,3061,47882
October 2025,andaman and nicobar islands,nicobars,9,50
October 2025,andaman and nicobar islands,north and middle andaman,8,141
October 2025,andaman and nicobar islands,south andamans,55,304
October 2025,andhra pradesh,alluri sitharama raju,195,1360
October 2025,andhra pradesh,anakapalli,240,1194
October 2025,andhra pradesh,ananthapuramu,3233,6272
October 2025,andhra pradesh,annamayya,441,1920
October 2025,andhra pradesh,bapatla,202,1004
October 2025,andhra pradesh,chittoor,4209,11611
October 2025,andhra pradesh,dr b r ambedkar konaseema,264,1313
October 2025,andhra pradesh,east godavari,3003,13419
October 2025,andhra pradesh,eluru,408,1983
October 2025,andhra pradesh,guntur,3160,13539
October 2025,andhra pradesh,kakinada,370,1989
October 2025,andhra pradesh,krishna,2322,10167
October 2025,andhra pradesh,kurnool,3142,11947
October 2025,andhra pradesh,nandyal,299,1512
October 2025,andhra pradesh,palnadu,331,1389
October 2025,andhra pradesh,parvathipuram manyam,214,886
October 2025,andhra pradesh,prakasam,2312,11395
October 2025,andhra pradesh,sri potti sriramulu nellore,275,1569
October 2025,andhra pradesh,sri sathya sai,396,1628
October 2025,andhra pradesh,srikakulam,3065,7763
October 2025,andhra pradesh,tirupati,350,1617
October 2025,andhra pradesh,visakhapatnam,2007,10396
October 2025,andhra pradesh,vizianagaram,1528,6242
October 2025,andhra pradesh,west godavari,1635,9707
October 2025,arunachal pradesh,anjaw,20,50
October 2025,arunachal pradesh,changlang,72,477
October 2025,arunachal pradesh,dibang valley,9,10
October 2025,arunachal pradesh,east kameng,53,190
October 2025,arunachal pradesh,east siang,93,406
October 2025,arunachal pradesh,kamle,8,8
October 2025,arunachal pradesh,kra daadi,27,48
October 2025,arunachal pradesh,kurung kumey,20,34
October 2025,arunachal pradesh,leparada,2,0
October 2025,arunachal pradesh,lohit,26,171
October 2025,arunachal pradesh,longding,37,107
October 2025,arunachal pradesh,lower dibang valley,43,139
October 2025,arunachal pradesh,lower siang,7,26
October 2025,arunachal pradesh,lower subansiri,36,217
October 2025,arunachal pradesh,namsai,35,196
October 2025,arunachal pradesh,pakke kessang,2,19
October 2025,arunachal pradesh,papum pare,144,528
October 2025,arunachal pradesh,shi yomi,9,21
October 2025,arunachal pradesh,siang,25,80
October 2025,arunachal pradesh,tawang,33,92
October 2025,arunachal pradesh,tirap,11,107
October 2025,arunachal pradesh,upper siang,46,240
October 2025,arunachal pradesh,upper subansiri,54,109
October 2025,arunachal pradesh,west kameng,81,321
October 2025,arunachal pradesh,west siang,59,287
October 2025,assam,bajali,3,82
October 2025,assam,baksa,108,1777
October 2025,assam,barpeta,540,6060
October 2025,assam,biswanath,78,1331
October 2025,assam,bongaigaon,278,2713
October 2025,assam,cachar,672,7908
October 2025,assam,charaideo,89,1666
October 2025,assam,chirang,140,1945
October 2025,assam,darrang,441,3962
October 2025,assam,dhemaji,248,3376
October 2025,assam,dhubri,611,7475
October 2025,assam,dibrugarh,250,3338
October 2025,assam,dima hasao,1,35
October 2025,assam,goalpara,352,3851
October 2025,assam,golaghat,223,3544
October 2025,assam,hailakandi,335,3019
October 2025,assam,hojai,196,2536
October 2025,assam,jorhat,166,2942
October 2025,assam,kamrup,372,5986
October 2025,assam,kamrup metro,264,2486
October 2025,assam,karbi anglong,284,5265
October 2025,assam,kokrajhar,121,2278
October 2025,assam,lakhimpur,352,4488
October 2025,assam,majuli,37,539
October 2025,assam,marigaon,464,4281
October 2025,assam,nagaon,869,13172
October 2025,assam,nalbari,199,2402
October 2025,assam,sonitpur,347,5826
October 2025,assam,south salmara mancachar,100,1362
October 2025,assam,sribhumi,33,669
October 2025,assam,tinsukia,230,6292
October 2025,assam,udalguri,143,2123
October 2025,assam,west karbi anglong,7,152
October 2025,bihar,araria,1039,24302
October 2025,bihar,arwal,266,2423
October 2025,bihar,aurangabad,1379,10166
October 2025,bihar,banka,828,10514
October 2025,bihar,begusarai,1376,13140
October 2025,bihar,bhagalpur,1514,16343
October 2025,bihar,bhojpur,1404,13499
October 2025,bihar,buxar,1056,9107
October 2025,bihar,darbhanga,1474,18293
October 2025,bihar,gaya,2143,17755
October 2025,bihar,gopalganj,978,13248
October 2025,bihar,jamui,691,7372
October 2025,bihar,jehanabad,576,4446
October 2025,bihar,kaimur bhabua,846,8442
October 2025,bihar,katihar,1219,23117
October 2025,bihar,khagaria,811,7267
October 2025,bihar,kishanganj,778,15828
October 2025,bihar,lakhisarai,537,5356
October 2025,bihar,madhepura,959,13529
October 2025,bihar,madhubani,1700,20574
October 2025,bihar,munger,409,4731
October 2025,bihar,muzaffarpur,1630,22095
October 2025,bihar,nalanda,1686,14627
October 2025,bihar,nawada,900,9677
October 2025,bihar,pashchim champaran,2,197
October 2025,bihar,patna,2345,26942
October 2025,bihar,purbi champaran,3,153
October 2025,bihar,purnia,1304,20848
October 2025,bihar,rohtas,1520,15316
October 2025,bihar,saharsa,785,8967
October 2025,bihar,samastipur,1685,19419
October 2025,bihar,saran,1891,19284
October 2025,bihar,sheikhpura,263,2750
October 2025,bihar,sheohar,318,3675
October 2025,bihar,sitamarhi,1349,16518
October 2025,bihar,siwan,1216,15911
October 2025,bihar,supaul,911,14789
October 2025,bihar,vaishali,1459,17042
October 2025,chandigarh,chandigarh,348,3424
October 2025,chhattisgarh,balod,221,3783
October 2025,chhattisgarh,bastar,555,6911
October 2025,chhattisgarh,bemetara,250,4595
October 2025,chhattisgarh,bijapur,106,1040
October 2025,chhattisgarh,bilaspur,874,11242
October 2025,chhattisgarh,dakshin bastar dantewada,89,433
October 2025,chhattisgarh,dhamtari,198,3329
October 2025,chhattisgarh,durg,450,4382
October 2025,chhattisgarh,gariyaband,161,2864
October 2025,chhattisgarh,gaurela pendra marwahi,54,354
October 2025,chhattisgarh,janjgir champa,582,11627
October 2025,chhattisgarh,jashpur,519,5123
October 2025,chhattisgarh,kabeerdham,218,1621
October 2025,chhattisgarh,khairagarh chhuikhadan gandai,49,457
October 2025,chhattisgarh,kondagaon,167,2719
October 2025,chhattisgarh,korba,367,6407
October 2025,chhattisgarh,mahasamund,242,4566
October 2025,chhattisgarh,manendragarh chirmiri bharatpur m c b,32,608
October 2025,chhattisgarh,mohla manpur ambagarh chouki,186,1003
October 2025,chhattisgarh,mungeli,261,4045
October 2025,chhattisgarh,narayanpur,91,483
October 2025,chhattisgarh,raigarh,327,10320
October 2025,chhattisgarh,raipur,538,5263
October 2025,chhattisgarh,rajnandgaon,468,5503
October 2025,chhattisgarh,sakti,92,902
October 2025,chhattisgarh,sarangarh bilaigarh,69,683
October 2025,chhattisgarh,sukma,122,1277
October 2025,chhattisgarh,surajpur,291,4820
October 2025,chhattisgarh,surguja,442,8435
October 2025,chhattisgarh,uttar bastar kanker,93,1136
October 2025,delhi,new delhi,30,278
October 2025,delhi,north east,51,1185
October 2025,delhi,shahdara,71,904
October 2025,goa,north goa,187,2116
October 2025,goa,south goa,143,1737
October 2025,gujarat,ahmedabad,1983,13934
October 2025,gujarat,amreli,181,1846
October 2025,gujarat,anand,339,2670
October 2025,gujarat,arvalli,116,532
October 2025,gujarat,banas kantha,622,4702
October 2025,gujarat,bharuch,371,2724
October 2025,gujarat,bhavnagar,485,3762
October 2025,gujarat,botad,114,562
October 2025,gujarat,chhotaudepur,138,608
October 2025,gujarat,dahod,343,2621
October 2025,gujarat,devbhumi dwarka,59,497
October 2025,gujarat,gandhinagar,283,2442
October 2025,gujarat,gir somnath,189,939
October 2025,gujarat,jamnagar,332,3173
October 2025,gujarat,junagadh,279,2623
October 2025,gujarat,kachchh,416,3531
October 2025,gujarat,kheda,411,3172
October 2025,gujarat,mahesana,310,2681
October 2025,gujarat,mahisagar,69,624
October 2025,gujarat,morbi,192,1009
October 2025,gujarat,narmada,99,596
October 2025,gujarat,navsari,253,2142
October 2025,gujarat,panch mahals,2,51
October 2025,gujarat,patan,248,2290
October 2025,gujarat,porbandar,133,1245
October 2025,gujarat,rajkot,532,6207
October 2025,gujarat,sabar kantha,11,84
October 2025,gujarat,surat,1464,14611
October 2025,gujarat,surendranagar,0,97
October 2025,gujarat,tapi,213,758
October 2025,gujarat,vadodara,940,6531
October 2025,gujarat,valsad,453,2514
October 2025,haryana,ambala,238,2310
October 2025,haryana,bhiwani,329,3300
October 2025,haryana,charkhi dadri,160,1014
October 2025,haryana,faridabad,793,6845
October 2025,haryana,fatehabad,280,2204
October 2025,haryana,hisar,500,4546
October 2025,haryana,jhajjar,254,2445
October 2025,haryana,jind,281,2962
October 2025,haryana,kaithal,285,1987
October 2025,haryana,karnal,436,2639
October 2025,haryana,kurukshetra,231,1969
October 2025,haryana,mahendragarh,226,1924
October 2025,haryana,palwal,417,4097
October 2025,haryana,panchkula,272,2045
October 2025,haryana,panipat,444,3216
October 2025,haryana,rewari,391,3439
October 2025,haryana,rohtak,247,1551
October 2025,haryana,sirsa,326,3998
October 2025,haryana,sonipat,432,3355
October 2025,haryana,yamunanagar,3,61
October 2025,himachal pradesh,bilaspur,125,600
October 2025,himachal pradesh,chamba,288,1793
October 2025,himachal pradesh,hamirpur,99,825
October 2025,himachal pradesh,kangra,429,3302
October 2025,himachal pradesh,kinnaur,27,129
October 2025,himachal pradesh,kullu,144,1053
October 2025,himachal pradesh,lahaul and spiti,11,32
October 2025,himachal pradesh,mandi,293,1590
October 2025,himachal pradesh,shimla,207,1430
October 2025,himachal pradesh,sirmaur,185,1127
October 2025,himachal pradesh,solan,147,883
October 2025,himachal pradesh,una,120,933
October 2025,jammu and kashmir,anantnag,392,2716
October 2025,jammu and kashmir,bandipora,206,982
October 2025,jammu and kashmir,baramulla,303,2224
October 2025,jammu and kashmir,budgam,238,370
October 2025,jammu and kashmir,doda,101,1279
October 2025,jammu and kashmir,ganderbal,82,560
October 2025,jammu and kashmir,jammu,252,3714
October 2025,jammu and kashmir,kathua,144,1653
October 2025,jammu and kashmir,kishtwar,52,343
October 2025,jammu and kashmir,kulgam,126,421
October 2025,jammu and kashmir,kupwara,458,2473
October 2025,jammu and kashmir,pulwama,204,1158
October 2025,jammu and kashmir,rajouri,191,1588
October 2025,jammu and kashmir,ramban,174,492
October 2025,jammu and kashmir,reasi,104,660
October 2025,jammu and kashmir,samba,48,357
October 2025,jammu and kashmir,srinagar,312,4321
October 2025,jammu and kashmir,udhampur,96,1440
October 2025,jharkhand,bokaro,443,4406
October 2025,jharkhand,chatra,356,3058
October 2025,jharkhand,deoghar,396,4288
October 2025,jharkhand,dhanbad,631,6688
October 2025,jharkhand,dumka,417,5518
October 2025,jharkhand,east singhbum,378,4670
October 2025,jharkhand,garhwa,407,3967
October 2025,jharkhand,giridih,836,6447
October 2025,jharkhand,godda,407,6352
October 2025,jharkhand,gumla,447,4630
October 2025,jharkhand,hazaribagh,616,5152
October 2025,jharkhand,jamtara,200,3598
October 2025,jharkhand,khunti,158,2234
October 2025,jharkhand,koderma,224,1877
October 2025,jharkhand,latehar,238,2516
October 2025,jharkhand,lohardaga,143,1265
October 2025,jharkhand,pakur,366,4901
October 2025,jharkhand,palamu,796,7244
October 2025,jharkhand,ramgarh,237,2553
October 2025,jharkhand,ranchi,764,7211
October 2025,jharkhand,sahebganj,599,7622
October 2025,jharkhand,saraikela kharsawan,262,3838
October 2025,jharkhand,simdega,190,2408
October 2025,jharkhand,west singhbhum,533,6779
October 2025,karnataka,bagalkote,1253,4617
October 2025,karnataka,ballari,295,1394
October 2025,karnataka,belagavi,921,4242
October 2025,karnataka,bengaluru rural,2,11
October 2025,karnataka,bengaluru south,68,567
October 2025,karnataka,bidar,656,3831
October 2025,karnataka,chamarajanagar,299,2123
October 2025,karnataka,chikkaballapura,394,2840
October 2025,karnataka,chikkamagaluru,166,1091
October 2025,karnataka,chitradurga,538,3874
October 2025,karnataka,dakshina kannada,1158,6014
October 2025,karnataka,davanagere,571,3361
October 2025,karnataka,dharwad,659,3598
October 2025,karnataka,gadag,594,2542
October 2025,karnataka,hassan,589,4449
October 2025,karnataka,haveri,733,3561
October 2025,karnataka,kalaburagi,586,2771
October 2025,karnataka,kodagu,205,1652
October 2025,karnataka,kolar,491,3499
October 2025,karnataka,koppal,558,2856
October 2025,karnataka,mandya,458,3842
October 2025,karnataka,mysuru,434,2947
October 2025,karnataka,raichur,666,4365
October 2025,karnataka,shivamogga,399,1956
October 2025,karnataka,tumakuru,770,5787
October 2025,karnataka,udupi,596,3245
October 2025,karnataka,uttara kannada,431,3320
October 2025,karnataka,vijayanagara,211,1415
October 2025,karnataka,vijayapura,630,2489
October 2025,karnataka,yadgir,689,2786
October 2025,kerala,alappuzha,603,6429
October 2025,kerala,ernakulam,1105,10232
October 2025,kerala,idukki,369,2630
October 2025,kerala,kannur,815,8128
October 2025,kerala,kasaragod,383,4253
October 2025,kerala,kollam,892,8388
October 2025,kerala,kottayam,531,5463
October 2025,kerala,kozhikode,1582,10874
October 2025,kerala,malappuram,1802,19105
October 2025,kerala,palakkad,798,7739
October 2025,kerala,pathanamthitta,396,3462
October 2025,kerala,thiruvananthapuram,912,9363
October 2025,kerala,thrissur,979,9342
October 2025,kerala,wayanad,325,2361
October 2025,ladakh,kargil,50,120
October 2025,madhya pradesh,agar malwa,48,446
October 2025,madhya pradesh,alirajpur,156,1592
October 2025,madhya pradesh,anuppur,205,1379
October 2025,madhya pradesh,ashoknagar,265,2156
October 2025,madhya pradesh,balaghat,412,3197
October 2025,madhya pradesh,barwani,587,3702
October 2025,madhya pradesh,betul,666,2419
October 2025,madhya pradesh,bhind,530,3487
October 2025,madhya pradesh,bhopal,770,5250
October 2025,madhya pradesh,burhanpur,216,885
October 2025,madhya pradesh,chhatarpur,615,4349
October 2025,madhya pradesh,chhindwara,565,3297
October 2025,madhya pradesh,damoh,381,3082
October 2025,madhya pradesh,datia,309,2109
October 2025,madhya pradesh,dewas,231,2334
October 2025,madhya pradesh,dhar,511,4501
October 2025,madhya pradesh,dindori,255,1387
October 2025,madhya pradesh,guna,259,2582
October 2025,madhya pradesh,gwalior,715,4301
October 2025,madhya pradesh,harda,74,639
October 2025,madhya pradesh,indore,953,7881
October 2025,madhya pradesh,jabalpur,677,5535
October 2025,madhya pradesh,jhabua,437,3944
October 2025,madhya pradesh,katni,631,3838
October 2025,madhya pradesh,maihar,12,401
October 2025,madhya pradesh,mandla,423,2373
October 2025,madhya pradesh,mandsaur,402,2956
October 2025,madhya pradesh,mauganj,17,451
October 2025,madhya pradesh,morena,625,5133
October 2025,madhya pradesh,narmadapuram,28,453
October 2025,madhya pradesh,narsimhapur,45,464
October 2025,madhya pradesh,neemuch,235,1914
October 2025,madhya pradesh,niwari,11,141
October 2025,madhya pradesh,pandhurna,3,98
October 2025,madhya pradesh,panna,348,3035
October 2025,madhya pradesh,raisen,412,3196
October 2025,madhya pradesh,rajgarh,332,2601
October 2025,madhya pradesh,ratlam,397,3210
October 2025,madhya pradesh,rewa,935,8237
October 2025,madhya pradesh,sagar,474,4572
October 2025,madhya pradesh,satna,804,5736
October 2025,madhya pradesh,sehore,232,1581
October 2025,madhya pradesh,seoni,440,2982
October 2025,madhya pradesh,shahdol,433,2967
October 2025,madhya pradesh,shajapur,252,2301
October 2025,madhya pradesh,sheopur,225,1795
October 2025,madhya pradesh,shivpuri,394,4059
October 2025,madhya pradesh,sidhi,517,4372
October 2025,madhya pradesh,singrauli,625,4656
October 2025,madhya pradesh,tikamgarh,380,3499
October 2025,madhya pradesh,ujjain,597,4653
October 2025,madhya pradesh,umaria,212,1844
October 2025,madhya pradesh,vidisha,417,2857
October 2025,maharashtra,akola,363,7136
October 2025,maharashtra,amravati,682,12566
October 2025,maharashtra,beed,926,29865
October 2025,maharashtra,bhandara,221,7538
October 2025,maharashtra,buldhana,477,22588
October 2025,maharashtra,chandrapur,341,23119
October 2025,maharashtra,chhatrapati sambhajinagar,184,1575
October 2025,maharashtra,dharashiv,22,343
October 2025,maharashtra,dhule,387,11018
October 2025,maharashtra,gadchiroli,222,10115
October 2025,maharashtra,gondia,399,14864
October 2025,maharashtra,hingoli,305,17000
October 2025,maharashtra,jalgaon,795,26346
October 2025,maharashtra,jalna,473,14497
October 2025,maharashtra,kolhapur,736,17541
October 2025,maharashtra,latur,627,15485
October 2025,maharashtra,mumbai,909,15410
October 2025,maharashtra,mumbai suburban,1545,13600
October 2025,maharashtra,nagpur,1314,18575
October 2025,maharashtra,nanded,969,42909
October 2025,maharashtra,nandurbar,254,7177
October 2025,maharashtra,nashik,1381,29033
October 2025,maharashtra,palghar,839,13469
October 2025,maharashtra,parbhani,592,26094
October 2025,maharashtra,pune,2613,41971
October 2025,maharashtra,raigad,268,2999
October 2025,maharashtra,ratnagiri,436,7530
October 2025,maharashtra,sangli,485,9803
October 2025,maharashtra,satara,574,13696
October 2025,maharashtra,sindhudurg,192,5134
October 2025,maharashtra,solapur,859,38032
October 2025,maharashtra,thane,2690,42563
October 2025,maharashtra,wardha,196,3443
October 2025,maharashtra,washim,156,6562
October 2025,maharashtra,yavatmal,592,24382
October 2025,manipur,bishnupur,1318,12839
October 2025,manipur,chandel,227,1857
October 2025,manipur,churachandpur,305,3389
October 2025,manipur,imphal east,1277,7925
October 2025,manipur,imphal west,656,4464
October 2025,manipur,jiribam,110,536
October 2025,manipur,kakching,157,627
October 2025,manipur,pherzawl,0,61
October 2025,manipur,senapati,969,4007
October 2025,manipur,tamenglong,398,1613
October 2025,manipur,thoubal,1139,8492
October 2025,manipur,ukhrul,169,1474
October 2025,meghalaya,east garo hills,34,606
October 2025,meghalaya,east jaintia hills,39,305
October 2025,meghalaya,east khasi hills,279,2306
October 2025,meghalaya,eastern west khasi hills,4,46
October 2025,meghalaya,north garo hills,20,442
October 2025,meghalaya,ri bhoi,136,907
October 2025,meghalaya,south garo hills,30,446
October 2025,meghalaya,south west garo hills,110,764
October 2025,meghalaya,south west khasi hills,42,251
October 2025,meghalaya,west garo hills,205,2016
October 2025,meghalaya,west jaintia hills,63,566
October 2025,meghalaya,west khasi hills,180,1091
October 2025,mizoram,aizawl,259,1443
October 2025,mizoram,champhai,86,451
October 2025,mizoram,hnahthial,1,2
October 2025,mizoram,khawzawl,3,4
October 2025,mizoram,kolasib,83,337
October 2025,mizoram,lawngtlai,49,272
October 2025,mizoram,lunglei,117,470
October 2025,mizoram,mamit,57,314
October 2025,mizoram,saitual,1,24
October 2025,mizoram,serchhip,33,101
October 2025,nagaland,chumoukedima,68,351
October 2025,nagaland,dimapur,145,1059
October 2025,nagaland,kiphire,105,222
October 2025,nagaland,kohima,96,580
October 2025,nagaland,longleng,75,154
October 2025,nagaland,meluri,0,6
October 2025,nagaland,mokokchung,55,346
October 2025,nagaland,mon,324,647
October 2025,nagaland,niuland,14,34
October 2025,nagaland,noklak,14,89
October 2025,nagaland,peren,186,198
October 2025,nagaland,phek,75,216
October 2025,nagaland,shamator,12,68
October 2025,nagaland,tseminyu,3,16
October 2025,nagaland,tuensang,108,668
October 2025,nagaland,wokha,17,137
October 2025,nagaland,zunheboto,26,275
October 2025,odisha,angul,843,3329
October 2025,odisha,balangir,867,3999
October 2025,odisha,bargarh,906,4579
October 2025,odisha,bhadrak,996,3610
October 2025,odisha,boudh,381,1355
October 2025,odisha,cuttack,718,4067
October 2025,odisha,dhenkanal,769,3124
October 2025,odisha,gajapati,631,2079
October 2025,odisha,ganjam,1595,8817
October 2025,odisha,jagatsinghapur,433,2151
October 2025,odisha,jajpur,833,4276
October 2025,odisha,jharsuguda,273,1631
October 2025,odisha,kalahandi,811,5313
October 2025,odisha,kandhamal,971,2967
October 2025,odisha,kendrapara,779,3743
October 2025,odisha,khordha,703,4232
October 2025,odisha,koraput,805,4492
October 2025,odisha,malkangiri,846,2244
October 2025,odisha,mayurbhanj,1618,7233
October 2025,odisha,nabarangpur,878,4338
October 2025,odisha,nayagarh,474,2326
October 2025,odisha,nuapada,633,2346
October 2025,odisha,puri,535,3403
October 2025,odisha,rayagada,761,3384
October 2025,odisha,sambalpur,673,3310
October 2025,odisha,sonepur,469,1391
October 2025,odisha,sundargarh,912,4828
October 2025,puducherry,karaikal,136,413
October 2025,puducherry,puducherry,425,2024
October 2025,punjab,amritsar,447,7919
October 2025,punjab,barnala,73,2000
October 2025,punjab,bathinda,221,5088
October 2025,punjab,faridkot,76,1542
October 2025,punjab,fatehgarh sahib,105,1460
October 2025,punjab,fazilka,135,2558
October 2025,punjab,ferozepur,149,2648
October 2025,punjab,gurdaspur,290,6731
October 2025,punjab,hoshiarpur,267,4265
October 2025,punjab,jalandhar,280,6411
October 2025,punjab,kapurthala,108,2440
October 2025,punjab,ludhiana,530,11222
October 2025,punjab,malerkotla,64,960
October 2025,punjab,mansa,74,3309
October 2025,punjab,moga,108,2867
October 2025,punjab,pathankot,112,1233
October 2025,punjab,patiala,259,5562
October 2025,punjab,rupnagar,90,1464
October 2025,punjab,sangrur,152,4483
October 2025,punjab,shahid bhagat singh nagar,77,850
October 2025,punjab,sri muktsar sahib,167,2334
October 2025,punjab,tarn taran,120,3292
October 2025,rajasthan,ajmer,818,6067
October 2025,rajasthan,alwar,1246,9621
October 2025,rajasthan,banswara,442,6499
October 2025,rajasthan,baran,302,2836
October 2025,rajasthan,barmer,591,4322
October 2025,rajasthan,bharatpur,750,6265
October 2025,rajasthan,bhilwara,609,5106
October 2025,rajasthan,bikaner,495,4757
October 2025,rajasthan,bundi,296,2062
October 2025,rajasthan,chittorgarh,435,3659
October 2025,rajasthan,churu,422,3821
October 2025,rajasthan,dausa,508,3204
October 2025,rajasthan,deeg,12,137
October 2025,rajasthan,dholpur,592,3868
October 2025,rajasthan,dungarpur,360,4558
October 2025,rajasthan,ganganagar,313,3783
October 2025,rajasthan,hanumangarh,277,3292
October 2025,rajasthan,jaipur,1645,14310
October 2025,rajasthan,jaisalmer,133,1355
October 2025,rajasthan,jalore,333,3858
October 2025,rajasthan,jhalawar,416,3223
October 2025,rajasthan,jhunjhunu,571,4736
October 2025,rajasthan,jodhpur,718,6479
October 2025,rajasthan,karauli,593,3534
October 2025,rajasthan,kota,437,3972
October 2025,rajasthan,nagaur,681,5113
October 2025,rajasthan,pali,353,3347
October 2025,rajasthan,pratapgarh,162,2272
October 2025,rajasthan,rajsamand,297,3044
October 2025,rajasthan,salumbar,2,14
October 2025,rajasthan,sawai madhopur,306,2686
October 2025,rajasthan,sikar,603,5162
October 2025,rajasthan,sirohi,226,2368
October 2025,rajasthan,tonk,331,2857
October 2025,rajasthan,udaipur,687,7475
October 2025,sikkim,mangan,0,13
October 2025,sikkim,namchi,2,27
October 2025,tamil nadu,ariyalur,571,1936
October 2025,tamil nadu,chengalpattu,315,2727
October 2025,tamil nadu,chennai,2780,12975
October 2025,tamil nadu,coimbatore,1685,11410
October 2025,tamil nadu,cuddalore,1485,7404
October 2025,tamil nadu,dharmapuri,1134,3664
October 2025,tamil nadu,dindigul,1317,5192
October 2025,tamil nadu,erode,1202,6447
October 2025,tamil nadu,kallakurichi,212,1168
October 2025,tamil nadu,kancheepuram,2652,9827
October 2025,tamil nadu,kanniyakumari,1750,5343
October 2025,tamil nadu,karur,416,2427
October 2025,tamil nadu,krishnagiri,1185,4547
October 2025,tamil nadu,madurai,2166,7947
October 2025,tamil nadu,mayiladuthurai,44,393
October 2025,tamil nadu,nagapattinam,566,5166
October 2025,tamil nadu,namakkal,1675,4240
October 2025,tamil nadu,perambalur,486,1337
October 2025,tamil nadu,pudukkottai,982,5353
October 2025,tamil nadu,ramanathapuram,907,3645
October 2025,tamil nadu,ranipet,37,151
October 2025,tamil nadu,salem,2149,10137
October 2025,tamil nadu,sivaganga,722,3167
October 2025,tamil nadu,tenkasi,253,939
October 2025,tamil nadu,thanjavur,1598,6672
October 2025,tamil nadu,the nilgiris,352,1712
October 2025,tamil nadu,theni,798,3714
October 2025,tamil nadu,thiruvallur,2359,11217
October 2025,tamil nadu,thiruvarur,707,4600
October 2025,tamil nadu,thoothukkudi,1139,4515
October 2025,tamil nadu,tiruchirappalli,1703,6623
October 2025,tamil nadu,tirunelveli,2444,7544
October 2025,tamil nadu,tirupathur,137,788
October 2025,tamil nadu,tiruppur,1733,7571
October 2025,tamil nadu,tiruvannamalai,1615,6357
October 2025,tamil nadu,vellore,1792,8920
October 2025,tamil nadu,viluppuram,2188,9837
October 2025,tamil nadu,virudhunagar,1015,4850
