month,state_norm,district_resolved,age_0_5,age_5_17,age_18_greater
September 2025,jharkhand,palamu,2011,665,18
September 2025,jharkhand,ramgarh,581,392,4
September 2025,jharkhand,ranchi,1954,1079,8
September 2025,jharkhand,sahebganj,1030,961,9
September 2025,jharkhand,saraikela kharsawan,820,436,3
September 2025,jharkhand,simdega,622,288,0
September 2025,jharkhand,west singhbhum,1122,579,12
September 2025,karnataka,bagalkote,2132,392,34
September 2025,karnataka,ballari,893,114,24
September 2025,karnataka,belagavi,2418,254,25
September 2025,karnataka,bengaluru rural,0,1,0
September 2025,karnataka,bengaluru south,1,0,2
September 2025,karnataka,bidar,1237,367,6
September 2025,karnataka,chamarajanagar,770,111,8
September 2025,karnataka,chikkaballapura,903,94,5
September 2025,karnataka,chikkamagaluru,331,31,19
September 2025,karnataka,chitradurga,1053,94,5
September 2025,karnataka,dakshina kannada,1658,119,5
September 2025,karnataka,davanagere,1477,121,9
September 2025,karnataka,dharwad,1536,111,3
September 2025,karnataka,gadag,1845,149,19
September 2025,karnataka,hassan,994,45,0
September 2025,karnataka,haveri,1263,119,22
September 2025,karnataka,kalaburagi,1093,215,10
September 2025,karnataka,kodagu,262,20,12
September 2025,karnataka,kolar,1129,103,7
September 2025,karnataka,koppal,1395,278,11
September 2025,karnataka,mandya,832,45,1
September 2025,karnataka,mysuru,871,132,77
September 2025,karnataka,raichur,2095,730,28
September 2025,karnataka,shivamogga,636,75,0
September 2025,karnataka,tumakuru,1609,105,24
September 2025,karnataka,udupi,1413,61,9
September 2025,karnataka,uttara kannada,906,67,4
September 2025,karnataka,vijayanagara,662,106,22
September 2025,karnataka,vijayapura,1785,364,29
September 2025,karnataka,yadgir,1604,500,11
September 2025,kerala,alappuzha,713,275,5
September 2025,kerala,ernakulam,1092,559,17
September 2025,kerala,idukki,415,94,1
September 2025,kerala,kannur,1039,553,33
September 2025,kerala,kasaragod,726,252,0
September 2025,kerala,kollam,1069,322,24
September 2025,kerala,kottayam,690,221,4
September 2025,kerala,kozhikode,1208,606,11
September 2025,kerala,malappuram,2367,1187,31
September 2025,kerala,palakkad,1208,433,3
September 2025,kerala,pathanamthitta,413,142,14
September 2025,kerala,thiruvananthapuram,1239,404,14
September 2025,kerala,thrissur,1184,538,19
September 2025,kerala,wayanad,296,75,3
September 2025,ladakh,kargil,101,44,0
September 2025,madhya pradesh,agar malwa,392,186,5
September 2025,madhya pradesh,alirajpur,481,729,15
September 2025,madhya pradesh,anuppur,542,117,0
September 2025,madhya pradesh,ashoknagar,1537,604,7
September 2025,madhya pradesh,balaghat,1901,205,1
September 2025,madhya pradesh,barwani,2115,1441,92
September 2025,madhya pradesh,betul,1815,413,18
September 2025,madhya pradesh,bhind,1435,948,108
September 2025,madhya pradesh,bhopal,3101,458,18
September 2025,madhya pradesh,burhanpur,737,370,12
September 2025,madhya pradesh,chhatarpur,2816,1375,24
September 2025,madhya pradesh,chhindwara,2443,288,14
September 2025,madhya pradesh,damoh,1802,399,3
September 2025,madhya pradesh,datia,1388,721,7
September 2025,madhya pradesh,dewas,1737,758,11
September 2025,madhya pradesh,dhar,1993,1123,12
September 2025,madhya pradesh,dindori,762,111,0
September 2025,madhya pradesh,guna,2653,878,4
September 2025,madhya pradesh,gwalior,2608,1077,30
September 2025,madhya pradesh,harda,887,266,2
September 2025,madhya pradesh,indore,3434,1158,139
September 2025,madhya pradesh,jabalpur,3260,674,2
September 2025,madhya pradesh,jhabua,1716,1543,18
September 2025,madhya pradesh,katni,2223,670,7
September 2025,madhya pradesh,maihar,118,8,4
September 2025,madhya pradesh,mandla,1298,117,0
September 2025,madhya pradesh,mandsaur,1547,323,3
September 2025,madhya pradesh,mauganj,127,21,1
September 2025,madhya pradesh,morena,2231,1311,66
September 2025,madhya pradesh,narmadapuram,243,28,2
September 2025,madhya pradesh,narsimhapur,386,100,0
September 2025,madhya pradesh,neemuch,1093,355,2
September 2025,madhya pradesh,niwari,29,5,0
September 2025,madhya pradesh,pandhurna,14,1,1
September 2025,madhya pradesh,panna,2714,916,17
September 2025,madhya pradesh,raisen,2252,589,10
September 2025,madhya pradesh,rajgarh,1685,679,4
September 2025,madhya pradesh,ratlam,1847,637,6
September 2025,madhya pradesh,rewa,3014,622,1
September 2025,madhya pradesh,sagar,3017,658,12
September 2025,madhya pradesh,satna,3932,765,5
September 2025,madhya pradesh,sehore,993,312,4
September 2025,madhya pradesh,seoni,2063,234,0
September 2025,madhya pradesh,shahdol,1270,341,11
September 2025,madhya pradesh,shajapur,1499,484,8
September 2025,madhya pradesh,sheopur,676,718,50
September 2025,madhya pradesh,shivpuri,2330,1770,17
September 2025,madhya pradesh,sidhi,1652,298,4
September 2025,madhya pradesh,singrauli,1673,318,7
September 2025,madhya pradesh,tikamgarh,1706,683,3
September 2025,madhya pradesh,ujjain,3626,695,6
September 2025,madhya pradesh,umaria,1452,417,5
September 2025,madhya pradesh,vidisha,2295,709,17
September 2025,maharashtra,akola,1261,241,0
September 2025,maharashtra,amravati,1841,431,19
September 2025,maharashtra,beed,1545,741,25
September 2025,maharashtra,bhandara,596,36,2
September 2025,maharashtra,buldhana,2147,523,19
September 2025,maharashtra,chandrapur,1204,113,26
September 2025,maharashtra,chhatrapati sambhajinagar,148,171,3
September 2025,maharashtra,dharashiv,28,14,0
September 2025,maharashtra,dhule,2028,2152,26
September 2025,maharashtra,gadchiroli,815,148,7
September 2025,maharashtra,gondia,1050,60,2
September 2025,maharashtra,hingoli,1010,352,31
September 2025,maharashtra,jalgaon,3346,1387,25
September 2025,maharashtra,jalna,1723,504,6
September 2025,maharashtra,kolhapur,1989,470,5
September 2025,maharashtra,latur,1719,695,30
September 2025,maharashtra,mumbai,2758,1496,11
September 2025,maharashtra,mumbai suburban,2283,848,26
September 2025,maharashtra,nagpur,3027,501,33
September 2025,maharashtra,nanded,2729,968,10
September 2025,maharashtra,nandurbar,2086,873,64
September 2025,maharashtra,nashik,4980,2054,32
September 2025,maharashtra,palghar,1966,983,47
September 2025,maharashtra,parbhani,1476,446,4
September 2025,maharashtra,pune,5891,1905,81
September 2025,maharashtra,raigad,496,139,9
September 2025,maharashtra,ratnagiri,665,102,3
September 2025,maharashtra,sangli,1434,658,21
September 2025,maharashtra,satara,1074,221,26
September 2025,maharashtra,sindhudurg,344,21,1
September 2025,maharashtra,solapur,2315,1054,20
September 2025,maharashtra,thane,5713,3003,64
September 2025,maharashtra,wardha,679,41,1
September 2025,maharashtra,washim,700,115,11
September 2025,maharashtra,yavatmal,1749,440,16
September 2025,manipur,bishnupur,136,178,8
September 2025,manipur,chandel,109,244,2
September 2025,manipur,churachandpur,238,400,12
September 2025,manipur,imphal east,151,154,1
September 2025,manipur,imphal west,146,152,3
September 2025,manipur,jiribam,19,24,0
September 2025,manipur,kakching,12,25,1
September 2025,manipur,pherzawl,1,6,0
September 2025,manipur,senapati,252,292,1
September 2025,manipur,tamenglong,81,200,2
September 2025,manipur,thoubal,125,169,1
September 2025,manipur,ukhrul,91,148,1
September 2025,meghalaya,east garo hills,136,464,185
September 2025,meghalaya,east jaintia hills,64,173,171
September 2025,meghalaya,east khasi hills,406,1031,885
September 2025,meghalaya,eastern west khasi hills,1,102,2
September 2025,meghalaya,north garo hills,107,332,37
September 2025,meghalaya,ri bhoi,167,376,261
September 2025,meghalaya,south garo hills,81,486,166
September 2025,meghalaya,south west garo hills,223,176,104
September 2025,meghalaya,south west khasi hills,55,86,109
September 2025,meghalaya,west garo hills,439,527,168
September 2025,meghalaya,west jaintia hills,200,498,295
September 2025,meghalaya,west khasi hills,207,496,323
September 2025,mizoram,aizawl,262,92,11
September 2025,mizoram,champhai,117,38,0
September 2025,mizoram,hnahthial,1,0,0
September 2025,mizoram,khawzawl,3,4,0
September 2025,mizoram,kolasib,53,13,8
September 2025,mizoram,lawngtlai,144,97,13
September 2025,mizoram,lunglei,78,20,1
September 2025,mizoram,mamit,62,12,0
September 2025,mizoram,saitual,0,0,1
September 2025,mizoram,serchhip,33,7,2
September 2025,nagaland,chumoukedima,7,13,19
September 2025,nagaland,dimapur,121,210,22
September 2025,nagaland,kiphire,44,148,9
September 2025,nagaland,kohima,140,231,13
September 2025,nagaland,longleng,17,82,7
September 2025,nagaland,meluri,1,2,1
September 2025,nagaland,mokokchung,31,88,13
September 2025,nagaland,mon,130,225,30
September 2025,nagaland,niuland,5,10,1
September 2025,nagaland,noklak,4,18,5
September 2025,nagaland,peren,47,90,12
September 2025,nagaland,phek,50,174,8
September 2025,nagaland,shamator,2,145,9
September 2025,nagaland,tseminyu,2,4,3
September 2025,nagaland,tuensang,73,138,8
September 2025,nagaland,wokha,44,145,7
September 2025,nagaland,zunheboto,27,88,11
September 2025,odisha,angul,1253,212,2
September 2025,odisha,balangir,1767,381,1
September 2025,odisha,bargarh,1861,358,0
September 2025,odisha,bhadrak,1490,540,0
September 2025,odisha,boudh,556,92,0
September 2025,odisha,cuttack,1654,454,4
September 2025,odisha,dhenkanal,1027,255,0
September 2025,odisha,gajapati,803,165,2
September 2025,odisha,ganjam,2415,403,2
September 2025,odisha,jagatsinghapur,913,152,0
September 2025,odisha,jajpur,1446,440,3
September 2025,odisha,jharsuguda,420,30,0
September 2025,odisha,kalahandi,1559,488,8
September 2025,odisha,kandhamal,1348,224,0
September 2025,odisha,kendrapara,1189,352,1
September 2025,odisha,khordha,1394,279,4
September 2025,odisha,koraput,1692,594,0
September 2025,odisha,malkangiri,1365,286,1
September 2025,odisha,mayurbhanj,3027,877,4
September 2025,odisha,nabarangpur,2043,981,2
September 2025,odisha,nayagarh,849,119,1
September 2025,odisha,nuapada,885,206,0
September 2025,odisha,puri,1138,233,0
September 2025,odisha,rayagada,1331,325,1
September 2025,odisha,sambalpur,840,130,0
September 2025,odisha,sonepur,624,112,0
September 2025,odisha,sundargarh,1704,349,8
September 2025,puducherry,karaikal,146,11,0
September 2025,puducherry,puducherry,401,31,10
September 2025,punjab,amritsar,1862,337,21
September 2025,punjab,barnala,309,32,0
September 2025,punjab,bathinda,952,123,2
September 2025,punjab,faridkot,339,41,1
September 2025,punjab,fatehgarh sahib,361,38,3
September 2025,punjab,fazilka,756,123,3
September 2025,punjab,ferozepur,555,46,1
September 2025,punjab,gurdaspur,1298,152,3
September 2025,punjab,hoshiarpur,902,67,3
September 2025,punjab,jalandhar,1242,234,10
September 2025,punjab,kapurthala,380,64,64
September 2025,punjab,ludhiana,2521,597,40
September 2025,punjab,malerkotla,262,56,0
September 2025,punjab,mansa,394,49,2
September 2025,punjab,moga,590,75,3
September 2025,punjab,pathankot,339,23,0
September 2025,punjab,patiala,1290,157,0
September 2025,punjab,rupnagar,437,41,0
September 2025,punjab,sangrur,837,87,0
September 2025,punjab,shahid bhagat singh nagar,310,39,1
September 2025,punjab,sri muktsar sahib,515,62,0
September 2025,punjab,tarn taran,878,95,0
September 2025,rajasthan,ajmer,3125,980,17
September 2025,rajasthan,alwar,5235,2311,41
September 2025,rajasthan,banswara,1902,1318,3
September 2025,rajasthan,baran,1575,646,14
September 2025,rajasthan,barmer,4413,2236,18
September 2025,rajasthan,bharatpur,3996,2505,37
September 2025,rajasthan,bhilwara,3141,1068,25
September 2025,rajasthan,bikaner,2186,1865,32
September 2025,rajasthan,bundi,1257,410,7
September 2025,rajasthan,chittorgarh,1499,720,29
September 2025,rajasthan,churu,2645,1315,12
September 2025,rajasthan,dausa,1824,643,5
September 2025,rajasthan,deeg,0,2,0
September 2025,rajasthan,dholpur,2045,844,2
September 2025,rajasthan,dungarpur,1620,1149,3
September 2025,rajasthan,ganganagar,1464,551,9
September 2025,rajasthan,hanumangarh,1368,384,7
September 2025,rajasthan,jaipur,6530,2576,25
September 2025,rajasthan,jaisalmer,751,500,8
September 2025,rajasthan,jalore,3095,1889,8
September 2025,rajasthan,jhalawar,2269,762,7
September 2025,rajasthan,jhunjhunu,2548,804,16
September 2025,rajasthan,jodhpur,4211,2111,119
September 2025,rajasthan,karauli,2050,813,9
September 2025,rajasthan,kota,2012,756,37
September 2025,rajasthan,nagaur,4461,1747,19
September 2025,rajasthan,pali,2731,1112,24
September 2025,rajasthan,pratapgarh,1229,540,3
September 2025,rajasthan,rajsamand,1293,590,2
September 2025,rajasthan,sawai madhopur,1717,685,9
September 2025,rajasthan,sikar,3566,1238,10
September 2025,rajasthan,sirohi,1471,1084,7
September 2025,rajasthan,tonk,1555,533,4
September 2025,rajasthan,udaipur,3271,2205,8
September 2025,sikkim,namchi,1,4,6
September 2025,tamil nadu,ariyalur,657,97,0
September 2025,tamil nadu,chengalpattu,272,57,16
September 2025,tamil nadu,chennai,2418,711,27
September 2025,tamil nadu,coimbatore,2466,566,12
September 2025,tamil nadu,cuddalore,2753,364,0
September 2025,tamil nadu,dharmapuri,1472,253,0
September 2025,tamil nadu,dindigul,1809,526,2
September 2025,tamil nadu,erode,1879,320,0
September 2025,tamil nadu,kallakurichi,213,26,1
September 2025,tamil nadu,kancheepuram,3306,1071,16
September 2025,tamil nadu,kanniyakumari,1476,83,3
September 2025,tamil nadu,karur,1309,248,1
September 2025,tamil nadu,krishnagiri,1447,224,1
September 2025,tamil nadu,madurai,3504,367,6
September 2025,tamil nadu,mayiladuthurai,180,22,0
September 2025,tamil nadu,nagapattinam,1256,261,0
September 2025,tamil nadu,namakkal,1827,162,3
September 2025,tamil nadu,perambalur,703,72,0
September 2025,tamil nadu,pudukkottai,2009,574,1
September 2025,tamil nadu,ramanathapuram,1095,163,0
September 2025,tamil nadu,ranipet,30,6,0
September 2025,tamil nadu,salem,2872,457,2
September 2025,tamil nadu,sivaganga,1314,168,0
September 2025,tamil nadu,tenkasi,380,43,0
September 2025,tamil nadu,thanjavur,2152,517,3
September 2025,tamil nadu,the nilgiris,469,114,1
September 2025,tamil nadu,theni,1060,197,0
September 2025,tamil nadu,thiruvallur,2980,785,9
September 2025,tamil nadu,thiruvarur,1171,296,1
September 2025,tamil nadu,thoothukkudi,1458,229,0
September 2025,tamil nadu,tiruchirappalli,3430,491,1
September 2025,tamil nadu,tirunelveli,2835,468,0
September 2025,tamil nadu,tirupathur,305,20,0
September 2025,tamil nadu,tiruppur,1849,350,0
September 2025,tamil nadu,tiruvannamalai,2449,274,4
September 2025,tamil nadu,vellore,2703,359,0
September 2025,tamil nadu,viluppuram,3231,526,0
September 2025,tamil nadu,virudhunagar,1692,198,1
September 2025,telangana,adilabad,1022,189,0
September 2025,telangana,bhadradri kothagudem,688,189,1
September 2025,telangana,hanumakonda,333,34,0
September 2025,telangana,hyderabad,3790,1074,78
September 2025,telangana,jagitial,562,40,0
September 2025,telangana,jangoan,384,63,0
September 2025,telangana,jayashankar bhupalapally,238,60,0
September 2025,telangana,jogulamba gadwal,547,79,0
September 2025,telangana,kamareddy,680,65,0
September 2025,telangana,karimnagar,1866,288,1
September 2025,telangana,khammam,985,629,2
September 2025,telangana,mahabubabad,457,83,1
September 2025,telangana,mahabubnagar,3115,994,2
September 2025,telangana,mancherial,329,69,1
September 2025,telangana,medak,2228,558,1
September 2025,telangana,medchal malkajgiri,1040,315,18
September 2025,telangana,mulugu,261,88,0
September 2025,telangana,nagarkurnool,467,111,0
September 2025,telangana,nalgonda,2041,470,0
September 2025,telangana,narayanpet,441,76,0
September 2025,telangana,nirmal,531,41,0
September 2025,telangana,nizamabad,2344,203,1
September 2025,telangana,peddapalli,197,31,1
September 2025,telangana,rajanna sircilla,262,21,0
September 2025,telangana,ranga reddy,79,16,1
September 2025,telangana,sangareddy,729,154,3
September 2025,telangana,siddipet,596,49,0
September 2025,telangana,suryapet,641,137,0
September 2025,telangana,vikarabad,764,185,0
September 2025,telangana,wanaparthy,443,120,0
September 2025,telangana,warangal,923,202,0
September 2025,tripura,dhalai,274,200,0
September 2025,tripura,gomati,122,52,0
September 2025,tripura,khowai,51,36,12
September 2025,tripura,north tripura,319,125,4
September 2025,tripura,sepahijala,255,132,0
September 2025,tripura,south tripura,416,256,0
September 2025,tripura,unakoti,119,56,1
September 2025,tripura,west tripura,471,215,5
September 2025,uttar pradesh,agra,3078,2629,57
September 2025,uttar pradesh,aligarh,2267,2037,51
September 2025,uttar pradesh,ambedkar nagar,1387,1778,13
September 2025,uttar pradesh,amethi,1436,1468,8
September 2025,uttar pradesh,amroha,1460,720,11
September 2025,uttar pradesh,auraiya,840,649,3
September 2025,uttar pradesh,ayodhya,298,111,0
September 2025,uttar pradesh,azamgarh,1883,4129,16
September 2025,uttar pradesh,baghpat,1096,1184,34
September 2025,uttar pradesh,bahraich,2606,4385,381
September 2025,uttar pradesh,ballia,1401,2137,4
September 2025,uttar pradesh,balrampur,849,1598,13
September 2025,uttar pradesh,banda,979,1472,10
September 2025,uttar pradesh,bara banki,2168,1422,21
September 2025,uttar pradesh,bareilly,3019,2296,43
September 2025,uttar pradesh,basti,1486,1760,14
September 2025,uttar pradesh,bhadohi,106,102,1
September 2025,uttar pradesh,bijnor,3164,1300,2
September 2025,uttar pradesh,budaun,2091,2180,104
September 2025,uttar pradesh,bulandshahr,2731,2387,32
September 2025,uttar pradesh,chandauli,1329,1488,22
September 2025,uttar pradesh,chitrakoot,924,796,6
September 2025,uttar pradesh,deoria,1694,1899,10
September 2025,uttar pradesh,etah,956,686,10
September 2025,uttar pradesh,etawah,1155,994,14
September 2025,uttar pradesh,farrukhabad,843,1069,17
September 2025,uttar pradesh,fatehpur,1641,1516,13
September 2025,uttar pradesh,firozabad,1380,1269,21
September 2025,uttar pradesh,gautam buddha nagar,1489,1627,54
September 2025,uttar pradesh,ghaziabad,2979,2524,71
September 2025,uttar pradesh,ghazipur,1772,3069,26
September 2025,uttar pradesh,gonda,2144,2479,66
September 2025,uttar pradesh,gorakhpur,1898,3260,27
September 2025,uttar pradesh,hamirpur,777,584,10
September 2025,uttar pradesh,hapur,904,553,5
September 2025,uttar pradesh,hardoi,2670,2696,49
September 2025,uttar pradesh,hathras,1017,796,16
September 2025,uttar pradesh,jalaun,756,986,22
September 2025,uttar pradesh,jaunpur,1516,3510,9
September 2025,uttar pradesh,jhansi,1477,1050,10
September 2025,uttar pradesh,kannauj,1040,1194,32
September 2025,uttar pradesh,kanpur dehat,1028,1043,16
September 2025,uttar pradesh,kanpur nagar,2581,3142,71
September 2025,uttar pradesh,kasganj,654,653,49
September 2025,uttar pradesh,kaushambi,1109,1033,4
September 2025,uttar pradesh,kheri,2812,3982,110
September 2025,uttar pradesh,kushinagar,1561,2352,6
September 2025,uttar pradesh,lalitpur,1070,557,24
September 2025,uttar pradesh,lucknow,3575,2913,11
September 2025,uttar pradesh,mahoba,699,539,5
September 2025,uttar pradesh,mahrajganj,1241,2559,35
September 2025,uttar pradesh,mainpuri,1193,1907,17
September 2025,uttar pradesh,mathura,1646,1798,10
September 2025,uttar pradesh,mau,963,2152,14
September 2025,uttar pradesh,meerut,2889,2090,20
September 2025,uttar pradesh,mirzapur,1387,1782,1
September 2025,uttar pradesh,moradabad,2568,1027,19
September 2025,uttar pradesh,muzaffarnagar,1794,1196,3
September 2025,uttar pradesh,pilibhit,1483,800,22
September 2025,uttar pradesh,pratapgarh,2127,1927,11
September 2025,uttar pradesh,prayagraj,326,249,8
September 2025,uttar pradesh,rae bareli,1849,1499,16
September 2025,uttar pradesh,rampur,1741,1247,27
September 2025,uttar pradesh,saharanpur,2694,1165,6
September 2025,uttar pradesh,sambhal,1571,1476,42
September 2025,uttar pradesh,sant kabir nagar,758,1215,5
September 2025,uttar pradesh,shahjahanpur,1948,1902,57
September 2025,uttar pradesh,shamli,1407,833,6
September 2025,uttar pradesh,shrawasti,524,1056,46
September 2025,uttar pradesh,siddharthnagar,1326,2270,130
September 2025,uttar pradesh,sitapur,3166,3284,102
September 2025,uttar pradesh,sonbhadra,1322,963,5
September 2025,uttar pradesh,sultanpur,1472,2058,15
September 2025,uttar pradesh,unnao,1789,1863,74
September 2025,uttar pradesh,varanasi,1948,3218,16
September 2025,uttarakhand,almora,355,45,3
September 2025,uttarakhand,bageshwar,219,22,0
September 2025,uttarakhand,chamoli,336,35,2
September 2025,uttarakhand,champawat,280,37,0
September 2025,uttarakhand,dehradun,1918,301,2
September 2025,uttarakhand,haridwar,1218,421,8
September 2025,uttarakhand,nainital,886,139,4
September 2025,uttarakhand,pauri garhwal,551,58,2
September 2025,uttarakhand,pithoragarh,376,48,2
September 2025,uttarakhand,rudraprayag,279,34,0
September 2025,uttarakhand,tehri garhwal,745,122,2
September 2025,uttarakhand,udham singh nagar,1834,397,2
September 2025,uttarakhand,uttarkashi,208,44,2
September 2025,west bengal,alipurduar,240,120,17
September 2025,west bengal,bankura,2931,851,43
September 2025,west bengal,birbhum,3927,580,8
September 2025,west bengal,cooch behar,2203,997,44
September 2025,west bengal,dakshin dinajpur,2345,452,39
September 2025,west bengal,darjeeling,896,450,56
September 2025,west bengal,hooghly,3980,1541,82
September 2025,west bengal,howrah,3044,1157,33
September 2025,west bengal,jalpaiguri,1783,1409,65
September 2025,west bengal,jhargram,270,69,10
September 2025,west bengal,kalimpong,34,28,22
September 2025,west bengal,kolkata,1479,1289,100
September 2025,west bengal,malda,4784,1655,19
September 2025,west bengal,murshidabad,12270,1592,15
September 2025,west bengal,nadia,4039,998,100
September 2025,west bengal,north parganas,8255,2149,238
September 2025,west bengal,paschim bardhaman,330,129,22
September 2025,west bengal,paschim medinipur,5425,1590,28
September 2025,west bengal,purba bardhaman,932,123,22
September 2025,west bengal,purba medinipur,5084,514,17
September 2025,west bengal,purulia,4189,1445,40
September 2025,west bengal,south parganas,6981,2419,59
September 2025,west bengal,uttar dinajpur,5458,2585,40
October 2025,andaman and nicobar islands,nicobars,6,4,0
October 2025,andaman and nicobar islands,north and middle andaman,20,1,0
October 2025,andaman and nicobar islands,south andamans,26,3,0
October 2025,andhra pradesh,alluri sitharama raju,265,26,4
October 2025,andhra pradesh,anakapalli,86,4,0
October 2025,andhra pradesh,ananthapuramu,1087,81,1
October 2025,andhra pradesh,annamayya,164,15,6
October 2025,andhra pradesh,bapatla,75,11,2
October 2025,andhra pradesh,chittoor,1620,165,5
October 2025,andhra pradesh,dr b r ambedkar konaseema,99,9,1
October 2025,andhra pradesh,east godavari,1361,126,1
October 2025,andhra pradesh,eluru,100,10,1
October 2025,andhra pradesh,guntur,1514,219,1
October 2025,andhra pradesh,kakinada,169,28,2
October 2025,andhra pradesh,krishna,1127,140,3
October 2025,andhra pradesh,kurnool,2561,212,2
October 2025,andhra pradesh,nandyal,194,16,0
October 2025,andhra pradesh,palnadu,148,17,1
October 2025,andhra pradesh,parvathipuram manyam,103,14,2
October 2025,andhra pradesh,prakasam,1290,217,2
October 2025,andhra pradesh,sri potti sriramulu nellore,128,134,70
October 2025,andhra pradesh,sri sathya sai,200,9,1
October 2025,andhra pradesh,srikakulam,861,34,1
October 2025,andhra pradesh,tirupati,130,83,20
October 2025,andhra pradesh,visakhapatnam,1525,88,1
October 2025,andhra pradesh,vizianagaram,739,40,0
October 2025,andhra pradesh,west godavari,1015,91,6
October 2025,arunachal pradesh,anjaw,1,2,0
October 2025,arunachal pradesh,changlang,76,117,1
October 2025,arunachal pradesh,dibang valley,3,1,0
October 2025,arunachal pradesh,east kameng,18,21,0
October 2025,arunachal pradesh,east siang,21,21,0
October 2025,arunachal pradesh,kamle,0,1,0
October 2025,arunachal pradesh,kra daadi,7,15,0
October 2025,arunachal pradesh,kurung kumey,7,11,0
October 2025,arunachal pradesh,lohit,18,23,0
October 2025,arunachal pradesh,longding,12,59,0
October 2025,arunachal pradesh,lower dibang valley,17,11,0
October 2025,arunachal pradesh,lower siang,0,4,0
October 2025,arunachal pradesh,lower subansiri,6,16,0
October 2025,arunachal pradesh,namsai,20,15,1
October 2025,arunachal pradesh,pakke kessang,1,0,0
October 2025,arunachal pradesh,papum pare,56,66,0
October 2025,arunachal pradesh,shi yomi,2,5,0
October 2025,arunachal pradesh,siang,4,11,0
October 2025,arunachal pradesh,tawang,20,10,2
October 2025,arunachal pradesh,tirap,19,9,0
October 2025,arunachal pradesh,upper siang,6,9,0
October 2025,arunachal pradesh,upper subansiri,14,16,1
October 2025,arunachal pradesh,west kameng,32,14,0
October 2025,arunachal pradesh,west siang,27,16,0
October 2025,assam,bajali,4,0,0
October 2025,assam,baksa,408,128,90
October 2025,assam,barpeta,1303,408,25
October 2025,assam,biswanath,148,72,1
October 2025,assam,bongaigaon,313,81,28
October 2025,assam,cachar,1150,427,304
October 2025,assam,charaideo,106,63,0
October 2025,assam,chirang,145,83,1
October 2025,assam,darrang,672,306,107
October 2025,assam,dhemaji,267,140,257
October 2025,assam,dhubri,1260,458,108
October 2025,assam,dibrugarh,362,174,144
October 2025,assam,dima hasao,0,7,2
October 2025,assam,goalpara,750,224,22
October 2025,assam,golaghat,297,223,216
October 2025,assam,hailakandi,562,176,116
October 2025,assam,hojai,539,196,1
October 2025,assam,jorhat,493,136,119
October 2025,assam,kamrup,1015,344,166
October 2025,assam,kamrup metro,421,290,384
October 2025,assam,karbi anglong,327,325,174
October 2025,assam,kokrajhar,255,132,113
October 2025,assam,lakhimpur,629,190,55
October 2025,assam,majuli,32,20,0
October 2025,assam,marigaon,666,231,52
October 2025,assam,nagaon,1261,513,57
October 2025,assam,nalbari,605,194,34
October 2025,assam,sonitpur,1080,467,5
October 2025,assam,south salmara mancachar,207,48,0
October 2025,assam,sribhumi,20,5,1
October 2025,assam,tinsukia,385,238,9
October 2025,assam,udalguri,479,181,29
October 2025,assam,west karbi anglong,12,40,46
October 2025,bihar,araria,2809,1382,24
October 2025,bihar,arwal,183,571,9
October 2025,bihar,aurangabad,652,1616,21
October 2025,bihar,banka,1330,870,20
October 2025,bihar,begusarai,1526,969,23
October 2025,bihar,bhagalpur,1281,1106,61
October 2025,bihar,bhojpur,657,2244,22
October 2025,bihar,buxar,561,1141,29
October 2025,bihar,darbhanga,2224,1266,32
October 2025,bihar,gaya,996,3134,104
October 2025,bihar,gopalganj,764,1426,31
October 2025,bihar,jamui,905,946,50
October 2025,bihar,jehanabad,195,829,49
October 2025,bihar,kaimur bhabua,465,606,14
October 2025,bihar,katihar,2521,916,23
October 2025,bihar,khagaria,817,729,12
October 2025,bihar,kishanganj,2017,536,6
October 2025,bihar,lakhisarai,247,285,17
October 2025,bihar,madhepura,981,1028,10
October 2025,bihar,madhubani,2477,2035,125
October 2025,bihar,munger,377,470,21
October 2025,bihar,muzaffarpur,1648,1596,111
October 2025,bihar,nalanda,619,1894,26
October 2025,bihar,nawada,489,2508,64
October 2025,bihar,pashchim champaran,4,6,0
October 2025,bihar,patna,921,2146,159
October 2025,bihar,purbi champaran,14,14,0
October 2025,bihar,purnia,3070,1471,24
October 2025,bihar,rohtas,474,962,44
October 2025,bihar,saharsa,1087,1193,34
October 2025,bihar,samastipur,2273,1438,42
October 2025,bihar,saran,1566,3234,32
October 2025,bihar,sheikhpura,260,506,5
October 2025,bihar,sheohar,470,230,1
October 2025,bihar,sitamarhi,1814,1317,62
October 2025,bihar,siwan,1327,1856,42
October 2025,bihar,supaul,1698,1275,46
October 2025,bihar,vaishali,1964,2249,20
October 2025,chandigarh,chandigarh,429,44,0
October 2025,chhattisgarh,balod,324,15,0
October 2025,chhattisgarh,bastar,595,309,1
October 2025,chhattisgarh,bemetara,460,63,3
October 2025,chhattisgarh,bijapur,242,176,74
October 2025,chhattisgarh,bilaspur,1429,269,2
October 2025,chhattisgarh,dakshin bastar dantewada,69,32,17
October 2025,chhattisgarh,dhamtari,350,17,0
October 2025,chhattisgarh,durg,355,50,1
October 2025,chhattisgarh,gariyaband,244,38,2
October 2025,chhattisgarh,gaurela pendra marwahi,28,8,2
October 2025,chhattisgarh,janjgir champa,833,117,0
October 2025,chhattisgarh,jashpur,295,134,0
October 2025,chhattisgarh,kabeerdham,183,15,0
