month,state_norm,district_resolved,bio_age_5_17,bio_age_17_
July 2025,punjab,tarn taran,4077,7885
July 2025,rajasthan,ajmer,12566,9786
July 2025,rajasthan,alwar,20798,16711
July 2025,rajasthan,banswara,10826,4957
July 2025,rajasthan,baran,6027,5387
July 2025,rajasthan,barmer,23513,12754
July 2025,rajasthan,bharatpur,17363,10760
July 2025,rajasthan,bhilwara,11332,6565
July 2025,rajasthan,bikaner,9863,10850
July 2025,rajasthan,bundi,6222,4698
July 2025,rajasthan,chittorgarh,7136,4858
July 2025,rajasthan,churu,10220,9844
July 2025,rajasthan,dausa,8467,8065
July 2025,rajasthan,dholpur,9073,4046
July 2025,rajasthan,dungarpur,9721,4243
July 2025,rajasthan,ganganagar,7062,9165
July 2025,rajasthan,hanumangarh,7269,8211
July 2025,rajasthan,jaipur,22771,29686
July 2025,rajasthan,jaisalmer,5152,2941
July 2025,rajasthan,jalore,8073,6765
July 2025,rajasthan,jhalawar,6565,5592
July 2025,rajasthan,jhunjhunu,6293,10052
July 2025,rajasthan,jodhpur,20273,15978
July 2025,rajasthan,karauli,7618,4864
July 2025,rajasthan,kota,10305,7237
July 2025,rajasthan,nagaur,17118,14957
July 2025,rajasthan,pali,14535,12828
July 2025,rajasthan,pratapgarh,7940,3626
July 2025,rajasthan,rajsamand,5454,4391
July 2025,rajasthan,sawai madhopur,7033,5684
July 2025,rajasthan,sikar,10536,13867
July 2025,rajasthan,sirohi,5189,5456
July 2025,rajasthan,tonk,7263,5808
July 2025,rajasthan,udaipur,17820,11986
July 2025,tamil nadu,ariyalur,2082,7913
July 2025,tamil nadu,chengalpattu,170,316
July 2025,tamil nadu,chennai,9087,20039
July 2025,tamil nadu,coimbatore,8417,24083
July 2025,tamil nadu,cuddalore,6276,11973
July 2025,tamil nadu,dharmapuri,3967,5567
July 2025,tamil nadu,dindigul,5625,18926
July 2025,tamil nadu,erode,4075,12996
July 2025,tamil nadu,kallakurichi,156,255
July 2025,tamil nadu,kancheepuram,8803,18890
July 2025,tamil nadu,kanniyakumari,3313,8354
July 2025,tamil nadu,karur,2191,4956
July 2025,tamil nadu,krishnagiri,5161,7635
July 2025,tamil nadu,madurai,7886,18812
July 2025,tamil nadu,mayiladuthurai,150,120
July 2025,tamil nadu,nagapattinam,3426,6495
July 2025,tamil nadu,namakkal,2880,12405
July 2025,tamil nadu,perambalur,1772,5847
July 2025,tamil nadu,pudukkottai,4593,11139
July 2025,tamil nadu,ramanathapuram,3995,8671
July 2025,tamil nadu,ranipet,10,15
July 2025,tamil nadu,salem,8818,19837
July 2025,tamil nadu,sivaganga,3362,8009
July 2025,tamil nadu,tenkasi,256,363
July 2025,tamil nadu,thanjavur,6062,14689
July 2025,tamil nadu,the nilgiris,2341,3591
July 2025,tamil nadu,theni,2977,7323
July 2025,tamil nadu,thiruvallur,10500,18500
July 2025,tamil nadu,thiruvarur,2053,5440
July 2025,tamil nadu,thoothukkudi,3939,9559
July 2025,tamil nadu,tiruchirappalli,6292,19136
July 2025,tamil nadu,tirunelveli,6079,17263
July 2025,tamil nadu,tirupathur,391,430
July 2025,tamil nadu,tiruppur,5752,12130
July 2025,tamil nadu,tiruvannamalai,6253,8757
July 2025,tamil nadu,vellore,6822,13370
July 2025,tamil nadu,viluppuram,7339,12611
July 2025,tamil nadu,virudhunagar,3437,9655
July 2025,telangana,adilabad,4555,5343
July 2025,telangana,bhadradri kothagudem,1103,1656
July 2025,telangana,hanumakonda,242,1032
July 2025,telangana,hyderabad,16549,15162
July 2025,telangana,jagitial,533,684
July 2025,telangana,jangoan,262,470
July 2025,telangana,jayashankar bhupalapally,183,351
July 2025,telangana,jogulamba gadwal,592,1038
July 2025,telangana,kamareddy,714,1167
July 2025,telangana,karimnagar,6778,9569
July 2025,telangana,khammam,4649,2959
July 2025,telangana,mahabubabad,460,707
July 2025,telangana,mahabubnagar,12240,15416
July 2025,telangana,mancherial,446,746
July 2025,telangana,medak,6660,8427
July 2025,telangana,medchal malkajgiri,1379,2251
July 2025,telangana,mulugu,202,557
July 2025,telangana,nagarkurnool,582,947
July 2025,telangana,nalgonda,8640,9435
July 2025,telangana,narayanpet,416,726
July 2025,telangana,nirmal,489,1008
July 2025,telangana,nizamabad,6278,8344
July 2025,telangana,peddapalli,219,527
July 2025,telangana,rajanna sircilla,311,610
July 2025,telangana,ranga reddy,95,328
July 2025,telangana,sangareddy,1207,1355
July 2025,telangana,siddipet,456,669
July 2025,telangana,suryapet,964,1639
July 2025,telangana,vikarabad,800,1220
July 2025,telangana,wanaparthy,493,855
July 2025,telangana,warangal,5510,5997
July 2025,tripura,dhalai,1938,2107
July 2025,tripura,gomati,850,369
July 2025,tripura,khowai,616,292
July 2025,tripura,north tripura,2731,3345
July 2025,tripura,sepahijala,1255,720
July 2025,tripura,south tripura,1679,3621
July 2025,tripura,unakoti,586,537
July 2025,tripura,west tripura,3150,6871
July 2025,uttar pradesh,agra,25297,14465
July 2025,uttar pradesh,aligarh,20477,9025
July 2025,uttar pradesh,ambedkar nagar,8596,5053
July 2025,uttar pradesh,amethi,8293,5470
July 2025,uttar pradesh,amroha,6705,4035
July 2025,uttar pradesh,auraiya,7935,3128
July 2025,uttar pradesh,ayodhya,547,725
July 2025,uttar pradesh,azamgarh,13830,12796
July 2025,uttar pradesh,baghpat,5019,3099
July 2025,uttar pradesh,bahraich,14903,5345
July 2025,uttar pradesh,ballia,12106,9232
July 2025,uttar pradesh,balrampur,7980,5169
July 2025,uttar pradesh,banda,9945,4481
July 2025,uttar pradesh,bara banki,16204,8272
July 2025,uttar pradesh,bareilly,24753,9354
July 2025,uttar pradesh,basti,10723,5993
July 2025,uttar pradesh,bhadohi,428,466
July 2025,uttar pradesh,bijnor,20191,11771
July 2025,uttar pradesh,budaun,12639,5067
July 2025,uttar pradesh,bulandshahr,18090,7419
July 2025,uttar pradesh,chandauli,9406,4617
July 2025,uttar pradesh,chitrakoot,5230,2645
July 2025,uttar pradesh,deoria,13291,10787
July 2025,uttar pradesh,etah,7001,4246
July 2025,uttar pradesh,etawah,7306,4728
July 2025,uttar pradesh,farrukhabad,7467,3117
July 2025,uttar pradesh,fatehpur,14564,6898
July 2025,uttar pradesh,firozabad,9038,5198
July 2025,uttar pradesh,gautam buddha nagar,6440,6746
July 2025,uttar pradesh,ghaziabad,14723,15791
July 2025,uttar pradesh,ghazipur,12276,8760
July 2025,uttar pradesh,gonda,14335,8011
July 2025,uttar pradesh,gorakhpur,14086,16858
July 2025,uttar pradesh,hamirpur,9440,3201
July 2025,uttar pradesh,hapur,4540,2520
July 2025,uttar pradesh,hardoi,18208,7926
July 2025,uttar pradesh,hathras,8261,3770
July 2025,uttar pradesh,jalaun,7687,4260
July 2025,uttar pradesh,jaunpur,16814,11657
July 2025,uttar pradesh,jhansi,10327,6861
July 2025,uttar pradesh,kannauj,6587,3188
July 2025,uttar pradesh,kanpur dehat,8730,3737
July 2025,uttar pradesh,kanpur nagar,12578,13989
July 2025,uttar pradesh,kasganj,6998,3642
July 2025,uttar pradesh,kaushambi,10133,3432
July 2025,uttar pradesh,kheri,24916,6613
July 2025,uttar pradesh,kushinagar,16183,11652
July 2025,uttar pradesh,lalitpur,9827,5378
July 2025,uttar pradesh,lucknow,18785,14717
July 2025,uttar pradesh,mahoba,5324,2570
July 2025,uttar pradesh,mahrajganj,10169,7097
July 2025,uttar pradesh,mainpuri,7481,4479
July 2025,uttar pradesh,mathura,11138,6766
July 2025,uttar pradesh,mau,6222,6314
July 2025,uttar pradesh,meerut,12453,9026
July 2025,uttar pradesh,mirzapur,11084,5205
July 2025,uttar pradesh,moradabad,10536,8850
July 2025,uttar pradesh,muzaffarnagar,22212,9473
July 2025,uttar pradesh,pilibhit,12716,5683
July 2025,uttar pradesh,pratapgarh,11286,7727
July 2025,uttar pradesh,prayagraj,1681,1813
July 2025,uttar pradesh,rae bareli,10288,7024
July 2025,uttar pradesh,rampur,7638,5334
July 2025,uttar pradesh,saharanpur,15367,10556
July 2025,uttar pradesh,sambhal,9510,3480
July 2025,uttar pradesh,sant kabir nagar,7639,5435
July 2025,uttar pradesh,shahjahanpur,16645,6038
July 2025,uttar pradesh,shamli,6482,5021
July 2025,uttar pradesh,shrawasti,5538,2701
July 2025,uttar pradesh,siddharthnagar,9521,6936
July 2025,uttar pradesh,sitapur,28481,8566
July 2025,uttar pradesh,sonbhadra,11049,4159
July 2025,uttar pradesh,sultanpur,8768,5462
July 2025,uttar pradesh,unnao,12653,8278
July 2025,uttar pradesh,varanasi,14601,13332
July 2025,uttarakhand,almora,1401,1988
July 2025,uttarakhand,bageshwar,837,1774
July 2025,uttarakhand,chamoli,1421,2009
July 2025,uttarakhand,champawat,1008,1235
July 2025,uttarakhand,dehradun,8152,10910
July 2025,uttarakhand,haridwar,7182,7180
July 2025,uttarakhand,nainital,2913,3779
July 2025,uttarakhand,pauri garhwal,1798,2617
July 2025,uttarakhand,pithoragarh,1560,2337
July 2025,uttarakhand,rudraprayag,1020,1755
July 2025,uttarakhand,tehri garhwal,2128,3567
July 2025,uttarakhand,udham singh nagar,5562,6390
July 2025,uttarakhand,uttarkashi,991,1493
July 2025,west bengal,alipurduar,542,699
July 2025,west bengal,bankura,9183,8385
July 2025,west bengal,birbhum,7556,8254
July 2025,west bengal,cooch behar,3183,3742
July 2025,west bengal,dakshin dinajpur,4387,3481
July 2025,west bengal,darjeeling,2066,4098
July 2025,west bengal,hooghly,14796,13875
July 2025,west bengal,howrah,10226,9399
July 2025,west bengal,jalpaiguri,5796,7780
July 2025,west bengal,jhargram,182,331
July 2025,west bengal,kalimpong,38,33
July 2025,west bengal,kolkata,3526,9056
July 2025,west bengal,malda,7340,10882
July 2025,west bengal,murshidabad,16579,20935
July 2025,west bengal,nadia,8512,11862
July 2025,west bengal,north parganas,19753,18971
July 2025,west bengal,paschim bardhaman,558,1052
July 2025,west bengal,paschim medinipur,11477,12292
July 2025,west bengal,purba bardhaman,726,1312
July 2025,west bengal,purba medinipur,10695,11732
July 2025,west bengal,purulia,5182,9182
July 2025,west bengal,south parganas,20845,18722
July 2025,west bengal,uttar dinajpur,5564,9367
September 2025,andaman and nicobar islands,nicobars,93,155
September 2025,andaman and nicobar islands,north and middle andaman,559,187
September 2025,andaman and nicobar islands,south andamans,1045,285
September 2025,andhra pradesh,alluri sitharama raju,700,711
September 2025,andhra pradesh,anakapalli,111,292
September 2025,andhra pradesh,ananthapuramu,4202,2868
September 2025,andhra pradesh,annamayya,191,385
September 2025,andhra pradesh,bapatla,134,182
September 2025,andhra pradesh,chittoor,5093,7074
September 2025,andhra pradesh,dr b r ambedkar konaseema,200,309
September 2025,andhra pradesh,east godavari,7385,7853
September 2025,andhra pradesh,eluru,215,392
September 2025,andhra pradesh,guntur,4976,8246
September 2025,andhra pradesh,kakinada,250,346
September 2025,andhra pradesh,krishna,5652,9254
September 2025,andhra pradesh,kurnool,7839,9118
September 2025,andhra pradesh,nandyal,220,388
September 2025,andhra pradesh,palnadu,192,348
September 2025,andhra pradesh,parvathipuram manyam,149,432
September 2025,andhra pradesh,prakasam,4352,6116
September 2025,andhra pradesh,sri potti sriramulu nellore,299,319
September 2025,andhra pradesh,sri sathya sai,185,412
September 2025,andhra pradesh,srikakulam,3417,5782
September 2025,andhra pradesh,tirupati,296,375
September 2025,andhra pradesh,visakhapatnam,9267,9802
September 2025,andhra pradesh,vizianagaram,2908,5242
September 2025,andhra pradesh,west godavari,4989,7097
September 2025,arunachal pradesh,anjaw,50,28
September 2025,arunachal pradesh,changlang,762,514
September 2025,arunachal pradesh,dibang valley,10,9
September 2025,arunachal pradesh,east kameng,396,263
September 2025,arunachal pradesh,east siang,152,96
September 2025,arunachal pradesh,kamle,6,17
September 2025,arunachal pradesh,kra daadi,75,37
September 2025,arunachal pradesh,kurung kumey,134,132
September 2025,arunachal pradesh,leparada,3,0
September 2025,arunachal pradesh,lohit,141,175
September 2025,arunachal pradesh,longding,224,109
September 2025,arunachal pradesh,lower dibang valley,96,81
September 2025,arunachal pradesh,lower siang,27,13
September 2025,arunachal pradesh,lower subansiri,180,116
September 2025,arunachal pradesh,namsai,167,211
September 2025,arunachal pradesh,pakke kessang,7,21
September 2025,arunachal pradesh,papum pare,968,409
September 2025,arunachal pradesh,shi yomi,11,13
September 2025,arunachal pradesh,siang,105,26
September 2025,arunachal pradesh,tawang,114,47
September 2025,arunachal pradesh,tirap,115,57
September 2025,arunachal pradesh,upper siang,65,53
September 2025,arunachal pradesh,upper subansiri,202,131
September 2025,arunachal pradesh,west kameng,369,196
September 2025,arunachal pradesh,west siang,476,131
September 2025,assam,bajali,2,7
September 2025,assam,baksa,805,335
September 2025,assam,barpeta,7988,2103
September 2025,assam,biswanath,693,208
September 2025,assam,bongaigaon,1938,772
September 2025,assam,cachar,5501,2305
September 2025,assam,charaideo,1400,222
September 2025,assam,chirang,639,487
September 2025,assam,darrang,1772,735
September 2025,assam,dhemaji,2033,532
September 2025,assam,dhubri,3958,1337
September 2025,assam,dibrugarh,1789,868
September 2025,assam,dima hasao,1,2
September 2025,assam,goalpara,1668,823
September 2025,assam,golaghat,1459,651
September 2025,assam,hailakandi,1861,596
September 2025,assam,hojai,1711,1339
September 2025,assam,jorhat,1249,465
September 2025,assam,kamrup,3981,1046
September 2025,assam,kamrup metro,1648,1195
September 2025,assam,karbi anglong,1849,1335
September 2025,assam,kokrajhar,972,471
September 2025,assam,lakhimpur,1995,1038
September 2025,assam,majuli,279,74
September 2025,assam,marigaon,2640,1266
September 2025,assam,nagaon,5596,6968
September 2025,assam,nalbari,2544,382
September 2025,assam,sonitpur,1933,857
September 2025,assam,south salmara mancachar,350,156
September 2025,assam,sribhumi,12,62
September 2025,assam,tinsukia,1076,498
September 2025,assam,udalguri,1150,541
September 2025,assam,west karbi anglong,163,527
September 2025,bihar,araria,4620,7785
September 2025,bihar,arwal,986,1611
September 2025,bihar,aurangabad,3596,4343
September 2025,bihar,banka,2741,3613
September 2025,bihar,begusarai,4940,5989
September 2025,bihar,bhagalpur,4540,6477
September 2025,bihar,bhojpur,2747,4364
September 2025,bihar,buxar,1717,2548
September 2025,bihar,darbhanga,6410,9174
September 2025,bihar,gaya,4957,7385
September 2025,bihar,gopalganj,2974,4229
September 2025,bihar,jamui,2379,2978
September 2025,bihar,jehanabad,999,1561
September 2025,bihar,kaimur bhabua,3041,3536
September 2025,bihar,katihar,6598,12924
September 2025,bihar,khagaria,2701,3517
September 2025,bihar,kishanganj,4094,11869
September 2025,bihar,lakhisarai,1661,2152
September 2025,bihar,madhepura,3638,5230
September 2025,bihar,madhubani,5748,8072
September 2025,bihar,munger,1597,2462
September 2025,bihar,muzaffarpur,6140,9685
September 2025,bihar,nalanda,3434,5390
September 2025,bihar,nawada,2591,4053
September 2025,bihar,pashchim champaran,10,51
September 2025,bihar,patna,6475,9253
September 2025,bihar,purbi champaran,6,38
September 2025,bihar,purnia,6550,12153
September 2025,bihar,rohtas,3572,5543
September 2025,bihar,saharsa,3302,8873
September 2025,bihar,samastipur,5386,7497
September 2025,bihar,saran,4302,6750
September 2025,bihar,sheikhpura,2402,2385
September 2025,bihar,sheohar,944,1710
September 2025,bihar,sitamarhi,5065,7256
September 2025,bihar,siwan,3744,5560
September 2025,bihar,supaul,2773,4481
September 2025,bihar,vaishali,5091,7808
September 2025,chandigarh,chandigarh,2268,2040
September 2025,chhattisgarh,balod,1198,5646
September 2025,chhattisgarh,bastar,1843,8185
September 2025,chhattisgarh,bemetara,1276,5340
September 2025,chhattisgarh,bijapur,601,1629
September 2025,chhattisgarh,bilaspur,2846,8739
September 2025,chhattisgarh,dakshin bastar dantewada,889,2054
September 2025,chhattisgarh,dhamtari,1081,5226
September 2025,chhattisgarh,durg,5577,8203
September 2025,chhattisgarh,gariyaband,614,3353
September 2025,chhattisgarh,gaurela pendra marwahi,23,59
September 2025,chhattisgarh,janjgir champa,3062,8975
September 2025,chhattisgarh,jashpur,1070,3263
September 2025,chhattisgarh,kabeerdham,874,1034
September 2025,chhattisgarh,khairagarh chhuikhadan gandai,13,100
September 2025,chhattisgarh,kondagaon,707,3056
September 2025,chhattisgarh,korba,3907,5545
September 2025,chhattisgarh,mahasamund,1314,4122
September 2025,chhattisgarh,manendragarh chirmiri bharatpur m c b,9,118
September 2025,chhattisgarh,mohla manpur ambagarh chouki,53,227
September 2025,chhattisgarh,mungeli,1303,4512
September 2025,chhattisgarh,narayanpur,534,1264
September 2025,chhattisgarh,raigarh,2681,23266
September 2025,chhattisgarh,raipur,2964,11555
September 2025,chhattisgarh,rajnandgaon,3259,6638
September 2025,chhattisgarh,sakti,36,258
September 2025,chhattisgarh,sarangarh bilaigarh,11,188
September 2025,chhattisgarh,sukma,1011,1526
September 2025,chhattisgarh,surajpur,3617,2990
September 2025,chhattisgarh,surguja,1666,4684
September 2025,chhattisgarh,uttar bastar kanker,313,1994
September 2025,delhi,new delhi,232,163
September 2025,delhi,north east,231,2766
September 2025,delhi,shahdara,143,342
September 2025,goa,north goa,1176,1587
September 2025,goa,south goa,1045,1077
September 2025,gujarat,ahmedabad,13462,22241
September 2025,gujarat,amreli,2578,3380
September 2025,gujarat,anand,4434,5540
September 2025,gujarat,arvalli,1823,1038
September 2025,gujarat,banas kantha,7558,8429
September 2025,gujarat,bharuch,3425,3264
September 2025,gujarat,bhavnagar,5059,6457
September 2025,gujarat,botad,814,536
September 2025,gujarat,chhotaudepur,1568,1495
September 2025,gujarat,dahod,6174,5567
September 2025,gujarat,devbhumi dwarka,1236,773
September 2025,gujarat,gandhinagar,2555,3614
September 2025,gujarat,gir somnath,1564,1065
September 2025,gujarat,jamnagar,2925,3416
September 2025,gujarat,junagadh,2334,5974
September 2025,gujarat,kachchh,3459,4035
September 2025,gujarat,kheda,4071,6805
September 2025,gujarat,mahesana,3641,5251
September 2025,gujarat,mahisagar,1539,1420
September 2025,gujarat,morbi,1380,914
September 2025,gujarat,narmada,1259,2056
September 2025,gujarat,navsari,2402,1871
September 2025,gujarat,panch mahals,5,67
September 2025,gujarat,patan,2703,4094
September 2025,gujarat,porbandar,958,1284
September 2025,gujarat,rajkot,5701,7224
September 2025,gujarat,sabar kantha,21,133
September 2025,gujarat,surat,9976,11391
September 2025,gujarat,surendranagar,12,150
September 2025,gujarat,tapi,1696,2157
September 2025,gujarat,vadodara,5858,10609
September 2025,gujarat,valsad,4491,4024
September 2025,haryana,ambala,2342,3016
September 2025,haryana,bhiwani,3391,3780
September 2025,haryana,charkhi dadri,228,436
September 2025,haryana,faridabad,5389,4741
September 2025,haryana,fatehabad,2659,2861
September 2025,haryana,hisar,4283,4205
September 2025,haryana,jhajjar,2548,2228
September 2025,haryana,jind,3757,4641
September 2025,haryana,kaithal,4231,3212
September 2025,haryana,karnal,3568,5044
September 2025,haryana,kurukshetra,2619,3630
September 2025,haryana,mahendragarh,2150,2337
September 2025,haryana,palwal,3644,3053
September 2025,haryana,panchkula,1391,1002
September 2025,haryana,panipat,2951,4045
September 2025,haryana,rewari,2974,1755
September 2025,haryana,rohtak,2759,3657
September 2025,haryana,sirsa,3911,3541
September 2025,haryana,sonipat,3764,3382
September 2025,haryana,yamunanagar,14,76
September 2025,himachal pradesh,bilaspur,611,1079
September 2025,himachal pradesh,chamba,1447,994
September 2025,himachal pradesh,hamirpur,1118,1105
September 2025,himachal pradesh,kangra,3691,3657
September 2025,himachal pradesh,kinnaur,140,125
September 2025,himachal pradesh,kullu,338,537
September 2025,himachal pradesh,lahaul and spiti,53,33
September 2025,himachal pradesh,mandi,1565,3055
September 2025,himachal pradesh,shimla,1365,1548
September 2025,himachal pradesh,sirmaur,889,1226
September 2025,himachal pradesh,solan,929,1291
September 2025,himachal pradesh,una,1242,1616
September 2025,jammu and kashmir,anantnag,1368,1359
September 2025,jammu and kashmir,bandipora,906,622
September 2025,jammu and kashmir,baramulla,2338,2423
September 2025,jammu and kashmir,budgam,1337,237
September 2025,jammu and kashmir,doda,503,638
September 2025,jammu and kashmir,ganderbal,398,385
September 2025,jammu and kashmir,jammu,3467,4360
September 2025,jammu and kashmir,kathua,1426,1076
September 2025,jammu and kashmir,kishtwar,535,463
September 2025,jammu and kashmir,kulgam,994,557
September 2025,jammu and kashmir,kupwara,1477,1748
September 2025,jammu and kashmir,pulwama,613,684
September 2025,jammu and kashmir,rajouri,1674,1518
September 2025,jammu and kashmir,ramban,801,303
September 2025,jammu and kashmir,reasi,759,502
September 2025,jammu and kashmir,samba,491,291
September 2025,jammu and kashmir,srinagar,1859,3113
September 2025,jammu and kashmir,udhampur,1109,1256
September 2025,jharkhand,bokaro,5163,4590
September 2025,jharkhand,chatra,4529,3516
September 2025,jharkhand,deoghar,2474,2208
September 2025,jharkhand,dhanbad,3721,7405
September 2025,jharkhand,dumka,2317,3307
September 2025,jharkhand,east singhbum,4508,6961
September 2025,jharkhand,garhwa,3412,5713
September 2025,jharkhand,giridih,4224,4115
September 2025,jharkhand,godda,2284,2792
September 2025,jharkhand,gumla,3136,4727
September 2025,jharkhand,hazaribagh,2929,3534
September 2025,jharkhand,jamtara,1424,1935
September 2025,jharkhand,khunti,1479,2986
September 2025,jharkhand,koderma,1398,1485
September 2025,jharkhand,latehar,1893,1916
September 2025,jharkhand,lohardaga,1101,2195
September 2025,jharkhand,pakur,1906,1875
September 2025,jharkhand,palamu,4112,3765
September 2025,jharkhand,ramgarh,1390,1577
September 2025,jharkhand,ranchi,4767,8246
September 2025,jharkhand,sahebganj,2602,2365
September 2025,jharkhand,saraikela kharsawan,2144,4226
September 2025,jharkhand,simdega,1457,3849
September 2025,jharkhand,west singhbhum,4253,6580
September 2025,karnataka,bagalkote,3284,3687
September 2025,karnataka,ballari,2140,1093
September 2025,karnataka,belagavi,4210,2081
September 2025,karnataka,bengaluru rural,2,0
September 2025,karnataka,bengaluru south,0,14
September 2025,karnataka,bidar,3634,3809
September 2025,karnataka,chamarajanagar,2413,1737
September 2025,karnataka,chikkaballapura,1439,1902
September 2025,karnataka,chikkamagaluru,648,666
September 2025,karnataka,chitradurga,2001,2594
September 2025,karnataka,dakshina kannada,2804,3512
September 2025,karnataka,davanagere,3396,6388
September 2025,karnataka,dharwad,2658,3663
September 2025,karnataka,gadag,1701,1688
September 2025,karnataka,hassan,1622,2336
September 2025,karnataka,haveri,2151,3038
September 2025,karnataka,kalaburagi,3672,1884
September 2025,karnataka,kodagu,462,772
September 2025,karnataka,kolar,2288,2974
September 2025,karnataka,koppal,2462,3746
September 2025,karnataka,mandya,1574,2749
September 2025,karnataka,mysuru,2493,1788
September 2025,karnataka,raichur,4182,4320
September 2025,karnataka,shivamogga,1898,1121
September 2025,karnataka,tumakuru,3577,5287
September 2025,karnataka,udupi,1470,1299
September 2025,karnataka,uttara kannada,1397,1791
September 2025,karnataka,vijayanagara,343,1444
September 2025,karnataka,vijayapura,2879,1713
September 2025,karnataka,yadgir,2516,2937
September 2025,kerala,alappuzha,2381,3858
September 2025,kerala,ernakulam,4157,6211
September 2025,kerala,idukki,1436,1945
September 2025,kerala,kannur,4147,7976
September 2025,kerala,kasaragod,2245,3132
September 2025,kerala,kollam,3720,6088
September 2025,kerala,kottayam,2195,3853
September 2025,kerala,kozhikode,4724,7648
September 2025,kerala,malappuram,7796,9422
September 2025,kerala,palakkad,4563,7013
September 2025,kerala,pathanamthitta,1797,2938
September 2025,kerala,thiruvananthapuram,4099,7508
September 2025,kerala,thrissur,4733,10866
September 2025,kerala,wayanad,1036,3184
September 2025,ladakh,kargil,398,66
September 2025,madhya pradesh,agar malwa,355,1069
September 2025,madhya pradesh,alirajpur,3421,3124
September 2025,madhya pradesh,anuppur,2029,3515
September 2025,madhya pradesh,ashoknagar,3227,3162
September 2025,madhya pradesh,balaghat,3201,4753
September 2025,madhya pradesh,barwani,4667,5069
September 2025,madhya pradesh,betul,5347,8263
September 2025,madhya pradesh,bhind,4394,3354
September 2025,madhya pradesh,bhopal,6263,9650
September 2025,madhya pradesh,burhanpur,1833,2949
September 2025,madhya pradesh,chhatarpur,6109,5732
September 2025,madhya pradesh,chhindwara,4420,7327
September 2025,madhya pradesh,damoh,4053,5013
September 2025,madhya pradesh,datia,2501,2163
September 2025,madhya pradesh,dewas,3945,6626
September 2025,madhya pradesh,dhar,4872,5462
September 2025,madhya pradesh,dindori,1599,1917
September 2025,madhya pradesh,guna,5534,6156
September 2025,madhya pradesh,gwalior,5313,5410
September 2025,madhya pradesh,harda,1625,2847
September 2025,madhya pradesh,indore,8287,10396
September 2025,madhya pradesh,jabalpur,8851,9062
September 2025,madhya pradesh,jhabua,4305,3798
September 2025,madhya pradesh,katni,3889,3725
September 2025,madhya pradesh,maihar,29,206
September 2025,madhya pradesh,mandla,2000,2223
September 2025,madhya pradesh,mandsaur,3024,3869
September 2025,madhya pradesh,mauganj,12,282
September 2025,madhya pradesh,morena,5092,4635
September 2025,madhya pradesh,narmadapuram,94,390
September 2025,madhya pradesh,narsimhapur,349,952
September 2025,madhya pradesh,neemuch,2424,2177
September 2025,madhya pradesh,niwari,45,81
September 2025,madhya pradesh,pandhurna,13,81
September 2025,madhya pradesh,panna,3527,3880
September 2025,madhya pradesh,raisen,4770,5358
September 2025,madhya pradesh,rajgarh,3928,6349
September 2025,madhya pradesh,ratlam,3284,4221
September 2025,madhya pradesh,rewa,9342,8294
September 2025,madhya pradesh,sagar,7402,7483
September 2025,madhya pradesh,satna,7279,8460
September 2025,madhya pradesh,sehore,2730,4752
September 2025,madhya pradesh,seoni,3045,3763
September 2025,madhya pradesh,shahdol,3263,4660
September 2025,madhya pradesh,shajapur,3525,5511
September 2025,madhya pradesh,sheopur,1670,1958
September 2025,madhya pradesh,shivpuri,4679,8349
September 2025,madhya pradesh,sidhi,3659,4673
September 2025,madhya pradesh,singrauli,3966,2866
September 2025,madhya pradesh,tikamgarh,3915,6189
September 2025,madhya pradesh,ujjain,7047,6162
September 2025,madhya pradesh,umaria,2320,2381
September 2025,madhya pradesh,vidisha,5593,6336
September 2025,maharashtra,akola,11958,8358
September 2025,maharashtra,amravati,24099,14461
September 2025,maharashtra,beed,29546,9302
September 2025,maharashtra,bhandara,7357,4753
September 2025,maharashtra,buldhana,26339,12950
September 2025,maharashtra,chandrapur,9534,8823
September 2025,maharashtra,chhatrapati sambhajinagar,99,452
September 2025,maharashtra,dharashiv,15,91
September 2025,maharashtra,dhule,13123,9751
September 2025,maharashtra,gadchiroli,5734,7537
September 2025,maharashtra,gondia,7325,4787
September 2025,maharashtra,hingoli,9298,6065
September 2025,maharashtra,jalgaon,27621,21601
September 2025,maharashtra,jalna,16007,9891
September 2025,maharashtra,kolhapur,28172,11183
September 2025,maharashtra,latur,12159,10367
September 2025,maharashtra,mumbai,15229,22100
September 2025,maharashtra,mumbai suburban,13029,5879
September 2025,maharashtra,nagpur,17519,17828
September 2025,maharashtra,nanded,24296,16428
September 2025,maharashtra,nandurbar,9268,11795
September 2025,maharashtra,nashik,45329,30074
September 2025,maharashtra,palghar,14856,5670
September 2025,maharashtra,parbhani,14986,7684
September 2025,maharashtra,pune,39904,24535
September 2025,maharashtra,raigad,591,868
September 2025,maharashtra,ratnagiri,15151,5678
September 2025,maharashtra,sangli,25083,8630
September 2025,maharashtra,satara,32126,7175
September 2025,maharashtra,sindhudurg,4047,2061
September 2025,maharashtra,solapur,34640,11130
September 2025,maharashtra,thane,29302,30941
September 2025,maharashtra,wardha,7355,5924
September 2025,maharashtra,washim,10896,6354
September 2025,maharashtra,yavatmal,17957,18723
September 2025,manipur,bishnupur,2617,1072
September 2025,manipur,chandel,303,242
September 2025,manipur,churachandpur,733,490
September 2025,manipur,imphal east,2625,1307
September 2025,manipur,imphal west,3003,1817
September 2025,manipur,jiribam,63,95
September 2025,manipur,kakching,239,43
