state_norm,district,month,bio_age_5_17,bio_age_17_
gujarat,surendranagar,July 2025,0,0
gujarat,tapi,July 2025,1974,3661
gujarat,vadodara,July 2025,11765,22924
gujarat,valsad,July 2025,6328,7063
gujarat,vav tharad,July 2025,0,0
haryana,ambala,July 2025,5016,7173
haryana,bhiwani,July 2025,7435,9368
haryana,charkhi dadri,July 2025,516,1227
haryana,faridabad,July 2025,11039,9409
haryana,fatehabad,July 2025,4777,5465
haryana,gurugram,July 2025,0,0
haryana,hisar,July 2025,11846,10498
haryana,jhajjar,July 2025,4909,5239
haryana,jind,July 2025,4904,7910
haryana,kaithal,July 2025,9100,7438
haryana,karnal,July 2025,4948,8595
haryana,kurukshetra,July 2025,3237,6680
haryana,mahendragarh,July 2025,2935,4297
haryana,nuh,July 2025,0,0
haryana,palwal,July 2025,4518,4423
haryana,panchkula,July 2025,3676,3000
haryana,panipat,July 2025,6233,7343
haryana,rewari,July 2025,5961,4447
haryana,rohtak,July 2025,3841,7321
haryana,sirsa,July 2025,8429,8958
haryana,sonipat,July 2025,5043,7310
haryana,yamunanagar,July 2025,10,89
himachal pradesh,bilaspur,July 2025,903,1983
himachal pradesh,chamba,July 2025,1018,2538
himachal pradesh,hamirpur,July 2025,961,1960
himachal pradesh,kangra,July 2025,3666,7112
himachal pradesh,kinnaur,July 2025,262,587
himachal pradesh,kullu,July 2025,874,1504
himachal pradesh,lahaul and spiti,July 2025,32,22
himachal pradesh,mandi,July 2025,2371,5364
himachal pradesh,shimla,July 2025,1894,3087
himachal pradesh,sirmaur,July 2025,1516,2431
himachal pradesh,solan,July 2025,1716,2760
himachal pradesh,una,July 2025,1635,2218
jammu and kashmir,anantnag,July 2025,2813,3012
jammu and kashmir,bandipora,July 2025,1696,1428
jammu and kashmir,baramulla,July 2025,3395,5086
jammu and kashmir,budgam,July 2025,2105,682
jammu and kashmir,doda,July 2025,2175,2235
jammu and kashmir,ganderbal,July 2025,672,904
jammu and kashmir,jammu,July 2025,4818,8585
jammu and kashmir,kathua,July 2025,3107,2477
jammu and kashmir,kishtwar,July 2025,1672,1403
jammu and kashmir,kulgam,July 2025,1947,1814
jammu and kashmir,kupwara,July 2025,4136,4199
jammu and kashmir,poonch,July 2025,0,0
jammu and kashmir,pulwama,July 2025,1755,1843
jammu and kashmir,rajouri,July 2025,2736,3217
jammu and kashmir,ramban,July 2025,1701,1036
jammu and kashmir,reasi,July 2025,1805,1339
jammu and kashmir,samba,July 2025,640,684
jammu and kashmir,shopian,July 2025,0,0
jammu and kashmir,srinagar,July 2025,2891,5789
jammu and kashmir,udhampur,July 2025,3351,3265
jharkhand,bokaro,July 2025,5185,9296
jharkhand,chatra,July 2025,4787,4216
jharkhand,deoghar,July 2025,3423,4216
jharkhand,dhanbad,July 2025,7262,15024
jharkhand,dumka,July 2025,2484,4172
jharkhand,east singhbum,July 2025,5692,10775
jharkhand,garhwa,July 2025,5185,8758
jharkhand,giridih,July 2025,5873,7448
jharkhand,godda,July 2025,3465,4745
jharkhand,gumla,July 2025,3065,6254
jharkhand,hazaribagh,July 2025,4881,6543
jharkhand,jamtara,July 2025,1909,2676
jharkhand,khunti,July 2025,2198,4903
jharkhand,koderma,July 2025,1911,3389
jharkhand,latehar,July 2025,2293,3192
jharkhand,lohardaga,July 2025,1584,3939
jharkhand,pakur,July 2025,2524,2980
jharkhand,palamu,July 2025,7064,8210
jharkhand,ramgarh,July 2025,2139,2977
jharkhand,ranchi,July 2025,7872,17411
jharkhand,sahebganj,July 2025,3235,3412
jharkhand,saraikela kharsawan,July 2025,2857,6831
jharkhand,simdega,July 2025,2174,6899
jharkhand,west singhbhum,July 2025,5416,9862
karnataka,bagalkote,July 2025,5469,5783
karnataka,ballari,July 2025,3101,1691
karnataka,belagavi,July 2025,5972,3753
karnataka,bengaluru rural,July 2025,0,0
karnataka,bengaluru south,July 2025,0,0
karnataka,bengaluru urban,July 2025,0,0
karnataka,bidar,July 2025,5568,5477
karnataka,chamarajanagar,July 2025,2024,2148
karnataka,chikkaballapura,July 2025,2374,2939
karnataka,chikkamagaluru,July 2025,990,837
karnataka,chitradurga,July 2025,3286,4088
karnataka,dakshina kannada,July 2025,6511,6864
karnataka,davanagere,July 2025,5813,8736
karnataka,dharwad,July 2025,6382,7756
karnataka,gadag,July 2025,2644,2371
karnataka,hassan,July 2025,3751,3455
karnataka,haveri,July 2025,4568,5259
karnataka,kalaburagi,July 2025,6633,4035
karnataka,kodagu,July 2025,1503,1437
karnataka,kolar,July 2025,3818,4781
karnataka,koppal,July 2025,4664,3634
karnataka,mandya,July 2025,3837,4922
karnataka,mysuru,July 2025,4660,3898
karnataka,raichur,July 2025,8671,7143
karnataka,shivamogga,July 2025,3150,1835
karnataka,tumakuru,July 2025,5509,8033
karnataka,udupi,July 2025,2910,2412
karnataka,uttara kannada,July 2025,2723,2918
karnataka,vijayanagara,July 2025,936,3032
karnataka,vijayapura,July 2025,4910,2614
karnataka,yadgir,July 2025,4890,4127
kerala,alappuzha,July 2025,3971,8855
kerala,ernakulam,July 2025,6101,14054
kerala,idukki,July 2025,1926,4668
kerala,kannur,July 2025,6637,10952
kerala,kasaragod,July 2025,4355,6070
kerala,kollam,July 2025,6012,12839
kerala,kottayam,July 2025,3545,7956
kerala,kozhikode,July 2025,6835,17740
kerala,malappuram,July 2025,10996,20704
kerala,palakkad,July 2025,6104,15881
kerala,pathanamthitta,July 2025,2469,6741
kerala,thiruvananthapuram,July 2025,6293,15207
kerala,thrissur,July 2025,5688,13187
kerala,wayanad,July 2025,1696,3838
ladakh,kargil,July 2025,53,195
ladakh,leh ladakh,July 2025,0,0
lakshadweep,lakshadweep district,July 2025,0,0
madhya pradesh,agar malwa,July 2025,858,1763
madhya pradesh,alirajpur,July 2025,7177,4195
madhya pradesh,anuppur,July 2025,5326,6621
madhya pradesh,ashoknagar,July 2025,7223,5058
madhya pradesh,balaghat,July 2025,6990,8213
madhya pradesh,barwani,July 2025,12217,10187
madhya pradesh,betul,July 2025,11877,15060
madhya pradesh,bhind,July 2025,11030,5430
madhya pradesh,bhopal,July 2025,13542,18015
madhya pradesh,burhanpur,July 2025,5619,8268
madhya pradesh,chhatarpur,July 2025,15951,10810
madhya pradesh,chhindwara,July 2025,9622,12301
madhya pradesh,damoh,July 2025,11445,9057
madhya pradesh,datia,July 2025,4716,3131
madhya pradesh,dewas,July 2025,11201,13182
madhya pradesh,dhar,July 2025,13926,11048
madhya pradesh,dindori,July 2025,4620,3904
madhya pradesh,guna,July 2025,16354,10832
madhya pradesh,gwalior,July 2025,10484,10189
madhya pradesh,harda,July 2025,3551,4942
madhya pradesh,indore,July 2025,14457,19258
madhya pradesh,jabalpur,July 2025,13814,11994
madhya pradesh,jhabua,July 2025,12659,6072
madhya pradesh,katni,July 2025,6759,5207
madhya pradesh,khandwa east nimar,July 2025,0,0
madhya pradesh,khargone west nimar,July 2025,0,0
madhya pradesh,maihar,July 2025,63,247
madhya pradesh,mandla,July 2025,5360,3927
madhya pradesh,mandsaur,July 2025,9157,8669
madhya pradesh,mauganj,July 2025,10,61
madhya pradesh,morena,July 2025,13907,8309
madhya pradesh,narmadapuram,July 2025,201,924
madhya pradesh,narsimhapur,July 2025,384,1402
madhya pradesh,neemuch,July 2025,6047,4680
madhya pradesh,niwari,July 2025,157,190
madhya pradesh,pandhurna,July 2025,0,0
madhya pradesh,panna,July 2025,9743,6825
madhya pradesh,raisen,July 2025,10867,8123
madhya pradesh,rajgarh,July 2025,14161,14443
madhya pradesh,ratlam,July 2025,12437,11016
madhya pradesh,rewa,July 2025,18560,11058
madhya pradesh,sagar,July 2025,20512,12563
madhya pradesh,satna,July 2025,15899,11855
madhya pradesh,sehore,July 2025,9373,12005
madhya pradesh,seoni,July 2025,6960,6017
madhya pradesh,shahdol,July 2025,6589,6905
madhya pradesh,shajapur,July 2025,10378,11557
madhya pradesh,sheopur,July 2025,5450,3814
madhya pradesh,shivpuri,July 2025,22774,18001
madhya pradesh,sidhi,July 2025,10101,6514
madhya pradesh,singrauli,July 2025,10435,4324
madhya pradesh,tikamgarh,July 2025,17617,13037
madhya pradesh,ujjain,July 2025,14172,12453
madhya pradesh,umaria,July 2025,2441,1766
madhya pradesh,vidisha,July 2025,13882,11238
maharashtra,ahilyanagar,July 2025,0,0
maharashtra,akola,July 2025,7359,16443
maharashtra,amravati,July 2025,13925,32626
maharashtra,beed,July 2025,15502,22186
maharashtra,bhandara,July 2025,3016,6842
maharashtra,buldhana,July 2025,11353,20976
maharashtra,chandrapur,July 2025,7025,14987
maharashtra,chhatrapati sambhajinagar,July 2025,191,778
maharashtra,dharashiv,July 2025,12,63
maharashtra,dhule,July 2025,13620,18986
maharashtra,gadchiroli,July 2025,4989,9883
maharashtra,gondia,July 2025,4090,6029
maharashtra,hingoli,July 2025,6458,11208
maharashtra,jalgaon,July 2025,24048,38429
maharashtra,jalna,July 2025,12373,19535
maharashtra,kolhapur,July 2025,13465,21236
maharashtra,latur,July 2025,9541,21878
maharashtra,mumbai,July 2025,14741,38238
maharashtra,mumbai suburban,July 2025,10403,10805
maharashtra,nagpur,July 2025,12330,29230
maharashtra,nanded,July 2025,14898,31768
maharashtra,nandurbar,July 2025,14572,22262
maharashtra,nashik,July 2025,31999,51939
maharashtra,palghar,July 2025,10490,9575
maharashtra,parbhani,July 2025,11183,18014
maharashtra,pune,July 2025,35816,47184
maharashtra,raigad,July 2025,407,1361
maharashtra,ratnagiri,July 2025,5676,10382
maharashtra,sangli,July 2025,10245,15780
maharashtra,satara,July 2025,11727,14235
maharashtra,sindhudurg,July 2025,1209,2507
maharashtra,solapur,July 2025,18537,26604
maharashtra,thane,July 2025,22971,51690
maharashtra,wardha,July 2025,4002,8577
maharashtra,washim,July 2025,6434,11293
maharashtra,yavatmal,July 2025,12429,24848
manipur,bishnupur,July 2025,6130,3699
manipur,chandel,July 2025,918,665
manipur,churachandpur,July 2025,2322,1339
manipur,imphal east,July 2025,15227,6961
manipur,imphal west,July 2025,10905,8065
manipur,jiribam,July 2025,175,317
manipur,kakching,July 2025,473,313
manipur,kamjong,July 2025,0,0
manipur,kangpokpi,July 2025,0,0
manipur,noney,July 2025,0,0
manipur,pherzawl,July 2025,0,0
manipur,senapati,July 2025,3963,1389
manipur,tamenglong,July 2025,703,557
manipur,tengnoupal,July 2025,0,0
manipur,thoubal,July 2025,10306,9173
manipur,ukhrul,July 2025,1854,1300
meghalaya,east garo hills,July 2025,177,194
meghalaya,east jaintia hills,July 2025,259,122
meghalaya,east khasi hills,July 2025,1209,1990
meghalaya,eastern west khasi hills,July 2025,0,0
meghalaya,north garo hills,July 2025,101,49
meghalaya,ri bhoi,July 2025,339,215
meghalaya,south garo hills,July 2025,58,55
meghalaya,south west garo hills,July 2025,288,277
meghalaya,south west khasi hills,July 2025,178,164
meghalaya,west garo hills,July 2025,1619,5214
meghalaya,west jaintia hills,July 2025,495,249
meghalaya,west khasi hills,July 2025,638,470
mizoram,aizawl,July 2025,1355,1189
mizoram,champhai,July 2025,256,410
mizoram,hnahthial,July 2025,0,0
mizoram,khawzawl,July 2025,0,0
mizoram,kolasib,July 2025,333,273
mizoram,lawngtlai,July 2025,549,566
mizoram,lunglei,July 2025,945,876
mizoram,mamit,July 2025,545,214
mizoram,saitual,July 2025,0,0
mizoram,serchhip,July 2025,134,288
mizoram,siaha,July 2025,0,0
nagaland,chumoukedima,July 2025,35,72
nagaland,dimapur,July 2025,719,2088
nagaland,kiphire,July 2025,119,361
nagaland,kohima,July 2025,407,1659
nagaland,longleng,July 2025,94,389
nagaland,meluri,July 2025,0,0
nagaland,mokokchung,July 2025,210,819
nagaland,mon,July 2025,579,1548
nagaland,niuland,July 2025,0,0
nagaland,noklak,July 2025,32,65
nagaland,peren,July 2025,157,281
nagaland,phek,July 2025,168,867
nagaland,shamator,July 2025,18,49
nagaland,tseminyu,July 2025,0,0
nagaland,tuensang,July 2025,304,989
nagaland,wokha,July 2025,255,662
nagaland,zunheboto,July 2025,159,759
odisha,angul,July 2025,3748,4402
odisha,balangir,July 2025,6393,5931
odisha,balasore,July 2025,0,0
odisha,bargarh,July 2025,5240,5210
odisha,bhadrak,July 2025,11300,6177
odisha,boudh,July 2025,1028,1442
odisha,cuttack,July 2025,13774,10106
odisha,deogarh,July 2025,0,0
odisha,dhenkanal,July 2025,4705,5598
odisha,gajapati,July 2025,2985,3153
odisha,ganjam,July 2025,10033,11549
odisha,jagatsinghapur,July 2025,2990,3929
odisha,jajpur,July 2025,8975,6841
odisha,jharsuguda,July 2025,1157,1690
odisha,kalahandi,July 2025,6146,6890
odisha,kandhamal,July 2025,2908,4518
odisha,kendrapara,July 2025,4539,4901
odisha,keonjhar,July 2025,0,0
odisha,khordha,July 2025,7741,7490
odisha,koraput,July 2025,6856,8742
odisha,malkangiri,July 2025,2505,3391
odisha,mayurbhanj,July 2025,6919,9723
odisha,nabarangpur,July 2025,5452,7548
odisha,nayagarh,July 2025,4912,4432
odisha,nuapada,July 2025,3736,3817
odisha,puri,July 2025,3998,4630
odisha,rayagada,July 2025,3802,4491
odisha,sambalpur,July 2025,2755,3429
odisha,sonepur,July 2025,1587,1641
odisha,sundargarh,July 2025,6488,7535
puducherry,karaikal,July 2025,462,1079
puducherry,puducherry,July 2025,1649,1909
punjab,amritsar,July 2025,8552,15395
punjab,barnala,July 2025,2004,3223
punjab,bathinda,July 2025,5546,8178
punjab,faridkot,July 2025,1787,3046
punjab,fatehgarh sahib,July 2025,2739,3176
punjab,fazilka,July 2025,4148,4799
punjab,ferozepur,July 2025,4063,4888
punjab,gurdaspur,July 2025,9071,13493
punjab,hoshiarpur,July 2025,5781,9416
punjab,jalandhar,July 2025,6974,13463
punjab,kapurthala,July 2025,2332,5397
punjab,ludhiana,July 2025,13826,16550
punjab,malerkotla,July 2025,1239,1633
punjab,mansa,July 2025,2809,5296
punjab,moga,July 2025,3353,5855
punjab,pathankot,July 2025,2600,2627
punjab,patiala,July 2025,10437,10509
punjab,rupnagar,July 2025,3398,4684
punjab,s a s nagar,July 2025,0,0
punjab,sangrur,July 2025,5804,7704
punjab,shahid bhagat singh nagar,July 2025,2111,2925
punjab,sri muktsar sahib,July 2025,3323,4421
punjab,tarn taran,July 2025,4077,7885
rajasthan,ajmer,July 2025,12566,9786
rajasthan,alwar,July 2025,20798,16711
rajasthan,balotra,July 2025,0,0
rajasthan,banswara,July 2025,10826,4957
rajasthan,baran,July 2025,6027,5387
rajasthan,barmer,July 2025,23513,12754
rajasthan,beawar,July 2025,0,0
rajasthan,bharatpur,July 2025,17363,10760
rajasthan,bhilwara,July 2025,11332,6565
rajasthan,bikaner,July 2025,9863,10850
rajasthan,bundi,July 2025,6222,4698
rajasthan,chittorgarh,July 2025,7136,4858
rajasthan,churu,July 2025,10220,9844
rajasthan,dausa,July 2025,8467,8065
rajasthan,deeg,July 2025,0,0
rajasthan,dholpur,July 2025,9073,4046
rajasthan,didwana kuchaman,July 2025,0,0
rajasthan,dungarpur,July 2025,9721,4243
rajasthan,ganganagar,July 2025,7062,9165
rajasthan,hanumangarh,July 2025,7269,8211
rajasthan,jaipur,July 2025,22771,29686
rajasthan,jaisalmer,July 2025,5152,2941
rajasthan,jalore,July 2025,8073,6765
rajasthan,jhalawar,July 2025,6565,5592
rajasthan,jhunjhunu,July 2025,6293,10052
rajasthan,jodhpur,July 2025,20273,15978
rajasthan,karauli,July 2025,7618,4864
rajasthan,khairthal tijara,July 2025,0,0
rajasthan,kota,July 2025,10305,7237
rajasthan,kotputli behror,July 2025,0,0
rajasthan,nagaur,July 2025,17118,14957
rajasthan,pali,July 2025,14535,12828
rajasthan,phalodi,July 2025,0,0
rajasthan,pratapgarh,July 2025,7940,3626
rajasthan,rajsamand,July 2025,5454,4391
rajasthan,salumbar,July 2025,0,0
rajasthan,sawai madhopur,July 2025,7033,5684
rajasthan,sikar,July 2025,10536,13867
rajasthan,sirohi,July 2025,5189,5456
rajasthan,tonk,July 2025,7263,5808
rajasthan,udaipur,July 2025,17820,11986
sikkim,gangtok,July 2025,0,0
sikkim,gyalshing,July 2025,0,0
sikkim,mangan,July 2025,0,0
sikkim,namchi,July 2025,0,0
sikkim,pakyong,July 2025,0,0
sikkim,soreng,July 2025,0,0
tamil nadu,ariyalur,July 2025,2082,7913
tamil nadu,chengalpattu,July 2025,170,316
tamil nadu,chennai,July 2025,9087,20039
tamil nadu,coimbatore,July 2025,8417,24083
tamil nadu,cuddalore,July 2025,6276,11973
tamil nadu,dharmapuri,July 2025,3967,5567
tamil nadu,dindigul,July 2025,5625,18926
tamil nadu,erode,July 2025,4075,12996
tamil nadu,kallakurichi,July 2025,156,255
tamil nadu,kancheepuram,July 2025,8803,18890
tamil nadu,kanniyakumari,July 2025,3313,8354
tamil nadu,karur,July 2025,2191,4956
tamil nadu,krishnagiri,July 2025,5161,7635
tamil nadu,madurai,July 2025,7886,18812
tamil nadu,mayiladuthurai,July 2025,150,120
tamil nadu,nagapattinam,July 2025,3426,6495
tamil nadu,namakkal,July 2025,2880,12405
tamil nadu,perambalur,July 2025,1772,5847
tamil nadu,pudukkottai,July 2025,4593,11139
tamil nadu,ramanathapuram,July 2025,3995,8671
tamil nadu,ranipet,July 2025,10,15
tamil nadu,salem,July 2025,8818,19837
tamil nadu,sivaganga,July 2025,3362,8009
tamil nadu,tenkasi,July 2025,256,363
tamil nadu,thanjavur,July 2025,6062,14689
tamil nadu,the nilgiris,July 2025,2341,3591
tamil nadu,theni,July 2025,2977,7323
tamil nadu,thiruvallur,July 2025,10500,18500
tamil nadu,thiruvarur,July 2025,2053,5440
tamil nadu,thoothukkudi,July 2025,3939,9559
tamil nadu,tiruchirappalli,July 2025,6292,19136
tamil nadu,tirunelveli,July 2025,6079,17263
tamil nadu,tirupathur,July 2025,391,430
tamil nadu,tiruppur,July 2025,5752,12130
tamil nadu,tiruvannamalai,July 2025,6253,8757
tamil nadu,vellore,July 2025,6822,13370
tamil nadu,viluppuram,July 2025,7339,12611
tamil nadu,virudhunagar,July 2025,3437,9655
telangana,adilabad,July 2025,4555,5343
telangana,bhadradri kothagudem,July 2025,1103,1656
telangana,hanumakonda,July 2025,242,1032
telangana,hyderabad,July 2025,16549,15162
telangana,jagitial,July 2025,533,684
telangana,jangoan,July 2025,262,470
telangana,jayashankar bhupalapally,July 2025,183,351
telangana,jogulamba gadwal,July 2025,592,1038
telangana,kamareddy,July 2025,714,1167
telangana,karimnagar,July 2025,6778,9569
telangana,khammam,July 2025,4649,2959
telangana,kumuram bheem asifabad,July 2025,0,0
telangana,mahabubabad,July 2025,460,707
telangana,mahabubnagar,July 2025,12240,15416
telangana,mancherial,July 2025,446,746
telangana,medak,July 2025,6660,8427
telangana,medchal malkajgiri,July 2025,1379,2251
telangana,mulugu,July 2025,202,557
telangana,nagarkurnool,July 2025,582,947
telangana,nalgonda,July 2025,8640,9435
telangana,narayanpet,July 2025,416,726
telangana,nirmal,July 2025,489,1008
telangana,nizamabad,July 2025,6278,8344
telangana,peddapalli,July 2025,219,527
telangana,rajanna sircilla,July 2025,311,610
telangana,ranga reddy,July 2025,95,328
telangana,sangareddy,July 2025,1207,1355
telangana,siddipet,July 2025,456,669
telangana,suryapet,July 2025,964,1639
telangana,vikarabad,July 2025,800,1220
telangana,wanaparthy,July 2025,493,855
telangana,warangal,July 2025,5510,5997
telangana,yadadri bhuvanagiri,July 2025,0,0
the dadra and nagar haveli and daman and diu,dadra and nagar haveli,July 2025,0,0
the dadra and nagar haveli and daman and diu,daman,July 2025,0,0
the dadra and nagar haveli and daman and diu,diu,July 2025,0,0
tripura,dhalai,July 2025,1938,2107
tripura,gomati,July 2025,850,369
tripura,khowai,July 2025,616,292
tripura,north tripura,July 2025,2731,3345
tripura,sepahijala,July 2025,1255,720
tripura,south tripura,July 2025,1679,3621
tripura,unakoti,July 2025,586,537
tripura,west tripura,July 2025,3150,6871
uttar pradesh,agra,July 2025,25297,14465
uttar pradesh,aligarh,July 2025,20477,9025
uttar pradesh,ambedkar nagar,July 2025,8596,5053
uttar pradesh,amethi,July 2025,8293,5470
uttar pradesh,amroha,July 2025,6705,4035
uttar pradesh,auraiya,July 2025,7935,3128
uttar pradesh,ayodhya,July 2025,547,725
uttar pradesh,azamgarh,July 2025,13830,12796
uttar pradesh,baghpat,July 2025,5019,3099
uttar pradesh,bahraich,July 2025,14903,5345
uttar pradesh,ballia,July 2025,12106,9232
uttar pradesh,balrampur,July 2025,7980,5169
uttar pradesh,banda,July 2025,9945,4481
uttar pradesh,bara banki,July 2025,16204,8272
uttar pradesh,bareilly,July 2025,24753,9354
uttar pradesh,basti,July 2025,10723,5993
uttar pradesh,bhadohi,July 2025,428,466
uttar pradesh,bijnor,July 2025,20191,11771
uttar pradesh,budaun,July 2025,12639,5067
uttar pradesh,bulandshahr,July 2025,18090,7419
uttar pradesh,chandauli,July 2025,9406,4617
uttar pradesh,chitrakoot,July 2025,5230,2645
uttar pradesh,deoria,July 2025,13291,10787
uttar pradesh,etah,July 2025,7001,4246
uttar pradesh,etawah,July 2025,7306,4728
uttar pradesh,farrukhabad,July 2025,7467,3117
uttar pradesh,fatehpur,July 2025,14564,6898
uttar pradesh,firozabad,July 2025,9038,5198
uttar pradesh,gautam buddha nagar,July 2025,6440,6746
uttar pradesh,ghaziabad,July 2025,14723,15791
uttar pradesh,ghazipur,July 2025,12276,8760
uttar pradesh,gonda,July 2025,14335,8011
uttar pradesh,gorakhpur,July 2025,14086,16858
uttar pradesh,hamirpur,July 2025,9440,3201
uttar pradesh,hapur,July 2025,4540,2520
uttar pradesh,hardoi,July 2025,18208,7926
uttar pradesh,hathras,July 2025,8261,3770
uttar pradesh,jalaun,July 2025,7687,4260
uttar pradesh,jaunpur,July 2025,16814,11657
uttar pradesh,jhansi,July 2025,10327,6861
uttar pradesh,kannauj,July 2025,6587,3188
uttar pradesh,kanpur dehat,July 2025,8730,3737
uttar pradesh,kanpur nagar,July 2025,12578,13989
uttar pradesh,kasganj,July 2025,6998,3642
uttar pradesh,kaushambi,July 2025,10133,3432
uttar pradesh,kheri,July 2025,24916,6613
uttar pradesh,kushinagar,July 2025,16183,11652
uttar pradesh,lalitpur,July 2025,9827,5378
uttar pradesh,lucknow,July 2025,18785,14717
uttar pradesh,mahoba,July 2025,5324,2570
uttar pradesh,mahrajganj,July 2025,10169,7097
uttar pradesh,mainpuri,July 2025,7481,4479
uttar pradesh,mathura,July 2025,11138,6766
uttar pradesh,mau,July 2025,6222,6314
uttar pradesh,meerut,July 2025,12453,9026
uttar pradesh,mirzapur,July 2025,11084,5205
uttar pradesh,moradabad,July 2025,10536,8850
uttar pradesh,muzaffarnagar,July 2025,22212,9473
uttar pradesh,pilibhit,July 2025,12716,5683
uttar pradesh,pratapgarh,July 2025,11286,7727
uttar pradesh,prayagraj,July 2025,1681,1813
uttar pradesh,rae bareli,July 2025,10288,7024
uttar pradesh,rampur,July 2025,7638,5334
uttar pradesh,saharanpur,July 2025,15367,10556
uttar pradesh,sambhal,July 2025,9510,3480
uttar pradesh,sant kabir nagar,July 2025,7639,5435
uttar pradesh,shahjahanpur,July 2025,16645,6038
uttar pradesh,shamli,July 2025,6482,5021
uttar pradesh,shrawasti,July 2025,5538,2701
uttar pradesh,siddharthnagar,July 2025,9521,6936
uttar pradesh,sitapur,July 2025,28481,8566
uttar pradesh,sonbhadra,July 2025,11049,4159
uttar pradesh,sultanpur,July 2025,8768,5462
uttar pradesh,unnao,July 2025,12653,8278
uttar pradesh,varanasi,July 2025,14601,13332
uttarakhand,almora,July 2025,1401,1988
uttarakhand,bageshwar,July 2025,837,1774
uttarakhand,chamoli,July 2025,1421,2009
uttarakhand,champawat,July 2025,1008,1235
uttarakhand,dehradun,July 2025,8152,10910
uttarakhand,haridwar,July 2025,7182,7180
uttarakhand,nainital,July 2025,2913,3779
uttarakhand,pauri garhwal,July 2025,1798,2617
uttarakhand,pithoragarh,July 2025,1560,2337
uttarakhand,rudraprayag,July 2025,1020,1755
uttarakhand,tehri garhwal,July 2025,2128,3567
uttarakhand,udham singh nagar,July 2025,5562,6390
uttarakhand,uttarkashi,July 2025,991,1493
west bengal,alipurduar,July 2025,542,699
west bengal,bankura,July 2025,9183,8385
west bengal,birbhum,July 2025,7556,8254
west bengal,cooch behar,July 2025,3183,3742
west bengal,dakshin dinajpur,July 2025,4387,3481
west bengal,darjeeling,July 2025,2066,4098
west bengal,hooghly,July 2025,14796,13875
west bengal,howrah,July 2025,10226,9399
west bengal,jalpaiguri,July 2025,5796,7780
west bengal,jhargram,July 2025,182,331
west bengal,kalimpong,July 2025,38,33
west bengal,kolkata,July 2025,3526,9056
west bengal,malda,July 2025,7340,10882
west bengal,murshidabad,July 2025,16579,20935
west bengal,nadia,July 2025,8512,11862
west bengal,north parganas,July 2025,19753,18971
west bengal,paschim bardhaman,July 2025,558,1052
west bengal,paschim medinipur,July 2025,11477,12292
west bengal,purba bardhaman,July 2025,726,1312
west bengal,purba medinipur,July 2025,10695,11732
west bengal,purulia,July 2025,5182,9182
west bengal,south parganas,July 2025,20845,18722
west bengal,uttar dinajpur,July 2025,5564,9367
andaman and nicobar islands,nicobars,September 2025,93,155
andaman and nicobar islands,north and middle andaman,September 2025,559,187
andaman and nicobar islands,south andamans,September 2025,1045,285
andhra pradesh,alluri sitharama raju,September 2025,700,711
andhra pradesh,anakapalli,September 2025,111,292
andhra pradesh,ananthapuramu,September 2025,4202,2868
andhra pradesh,annamayya,September 2025,191,385
andhra pradesh,bapatla,September 2025,134,182
andhra pradesh,chittoor,September 2025,5093,7074
andhra pradesh,dr b r ambedkar konaseema,September 2025,200,309
andhra pradesh,east godavari,September 2025,7385,7853
andhra pradesh,eluru,September 2025,215,392
andhra pradesh,guntur,September 2025,4976,8246
andhra pradesh,kakinada,September 2025,250,346
andhra pradesh,krishna,September 2025,5652,9254
andhra pradesh,kurnool,September 2025,7839,9118
andhra pradesh,nandyal,September 2025,220,388
andhra pradesh,ntr,September 2025,0,0
andhra pradesh,palnadu,September 2025,192,348
andhra pradesh,parvathipuram manyam,September 2025,149,432
andhra pradesh,prakasam,September 2025,4352,6116
andhra pradesh,sri potti sriramulu nellore,September 2025,299,319
andhra pradesh,sri sathya sai,September 2025,185,412
andhra pradesh,srikakulam,September 2025,3417,5782
andhra pradesh,tirupati,September 2025,296,375
andhra pradesh,visakhapatnam,September 2025,9267,9802
andhra pradesh,vizianagaram,September 2025,2908,5242
andhra pradesh,west godavari,September 2025,4989,7097
andhra pradesh,y s r kadapa,September 2025,0,0
arunachal pradesh,anjaw,September 2025,50,28
arunachal pradesh,bichom,September 2025,0,0
arunachal pradesh,changlang,September 2025,762,514
arunachal pradesh,dibang valley,September 2025,10,9
arunachal pradesh,east kameng,September 2025,396,263
arunachal pradesh,east siang,September 2025,152,96
arunachal pradesh,kamle,September 2025,6,17
arunachal pradesh,keyi panyor,September 2025,0,0
arunachal pradesh,kra daadi,September 2025,75,37
arunachal pradesh,kurung kumey,September 2025,134,132
arunachal pradesh,leparada,September 2025,3,0
arunachal pradesh,lohit,September 2025,141,175
arunachal pradesh,longding,September 2025,224,109
arunachal pradesh,lower dibang valley,September 2025,96,81
arunachal pradesh,lower siang,September 2025,27,13
arunachal pradesh,lower subansiri,September 2025,180,116
arunachal pradesh,namsai,September 2025,167,211
arunachal pradesh,pakke kessang,September 2025,7,21
arunachal pradesh,papum pare,September 2025,968,409
arunachal pradesh,shi yomi,September 2025,11,13
arunachal pradesh,siang,September 2025,105,26
arunachal pradesh,tawang,September 2025,114,47
arunachal pradesh,tirap,September 2025,115,57
arunachal pradesh,upper siang,September 2025,65,53
arunachal pradesh,upper subansiri,September 2025,202,131
arunachal pradesh,west kameng,September 2025,369,196
