date,state,district,age_0_5,age_5_17,age_18_greater
2025-06-09,odisha,kalahandi,71,25,0
2025-06-09,odisha,kandhamal,64,7,0
2025-06-09,odisha,kendrapara,78,17,0
2025-06-09,odisha,kendujhar,123,29,0
2025-06-09,odisha,khorda,58,16,0
2025-06-09,odisha,khordha,6,2,0
2025-06-09,odisha,koraput,66,22,0
2025-06-09,odisha,malkangiri,104,27,0
2025-06-09,odisha,mayurbhanj,154,43,0
2025-06-09,odisha,nabarangapur,104,50,0
2025-06-09,odisha,nayagarh,29,8,1
2025-06-09,odisha,nuapada,37,11,0
2025-06-09,odisha,puri,63,11,0
2025-06-09,odisha,rayagada,37,12,0
2025-06-09,odisha,sambalpur,51,9,0
2025-06-09,odisha,sonapur,15,6,0
2025-06-09,odisha,subarnapur,8,0,0
2025-06-09,odisha,sundargarh,13,1,0
2025-06-09,odisha,sundergarh,62,14,0
2025-06-09,orissa,balangir,7,3,0
2025-06-09,orissa,baleshwar,3,2,0
2025-06-09,orissa,bargarh,3,0,0
2025-06-09,orissa,bhadrak,5,2,0
2025-06-09,orissa,cuttack,10,3,0
2025-06-09,orissa,dhenkanal,4,3,0
2025-06-09,orissa,ganjam,6,0,0
2025-06-09,orissa,jajapur,4,1,0
2025-06-09,orissa,kandhamal,2,0,0
2025-06-09,orissa,khordha,10,1,0
2025-06-09,orissa,malkangiri,1,0,0
2025-06-09,orissa,puri,6,0,0
2025-06-09,orissa,rayagada,3,0,0
2025-06-09,orissa,sonapur,1,0,0
2025-06-09,orissa,sundargarh,2,0,0
2025-06-09,pondicherry,karaikal,1,1,0
2025-06-09,pondicherry,pondicherry,11,0,0
2025-06-09,puducherry,karaikal,6,2,0
2025-06-09,puducherry,puducherry,5,0,0
2025-06-09,punjab,amritsar,98,16,0
2025-06-09,punjab,barnala,8,1,0
2025-06-09,punjab,bathinda,36,4,0
2025-06-09,punjab,faridkot,14,1,0
2025-06-09,punjab,fatehgarh sahib,21,1,0
2025-06-09,punjab,fazilka,26,2,0
2025-06-09,punjab,ferozepur,23,3,0
2025-06-09,punjab,firozpur,8,2,0
2025-06-09,punjab,gurdaspur,51,5,0
2025-06-09,punjab,hoshiarpur,42,0,0
2025-06-09,punjab,jalandhar,50,13,0
2025-06-09,punjab,kapurthala,10,2,2
2025-06-09,punjab,ludhiana,39,13,0
2025-06-09,punjab,malerkotla,6,1,0
2025-06-09,punjab,mansa,11,1,0
2025-06-09,punjab,moga,30,2,0
2025-06-09,punjab,muktsar,5,2,0
2025-06-09,punjab,nawanshahr,3,0,0
2025-06-09,punjab,pathankot,17,0,0
2025-06-09,punjab,patiala,49,10,0
2025-06-09,punjab,rupnagar,15,1,0
2025-06-09,punjab,s.a.s nagar(mohali),6,0,0
2025-06-09,punjab,sangrur,31,5,0
2025-06-09,punjab,sas nagar (mohali),39,9,0
2025-06-09,punjab,shaheed bhagat singh nagar,8,3,0
2025-06-09,punjab,sri muktsar sahib,25,4,0
2025-06-09,punjab,tarn taran,27,3,0
2025-06-09,rajasthan,ajmer,104,27,1
2025-06-09,rajasthan,alwar,346,73,0
2025-06-09,rajasthan,banswara,14,11,0
2025-06-09,rajasthan,baran,58,10,0
2025-06-09,rajasthan,barmer,143,63,0
2025-06-09,rajasthan,bharatpur,261,97,1
2025-06-09,rajasthan,bhilwara,111,15,3
2025-06-09,rajasthan,bikaner,66,49,2
2025-06-09,rajasthan,bundi,61,5,0
2025-06-09,rajasthan,chittaurgarh,3,2,0
2025-06-09,rajasthan,chittorgarh,53,18,1
2025-06-09,rajasthan,churu,99,42,0
2025-06-09,rajasthan,dausa,111,25,0
2025-06-09,rajasthan,dhaulpur,2,0,0
2025-06-09,rajasthan,dholpur,125,33,1
2025-06-09,rajasthan,dungarpur,22,19,0
2025-06-09,rajasthan,ganganagar,50,6,0
2025-06-09,rajasthan,hanumangarh,53,9,2
2025-06-09,rajasthan,jaipur,317,70,2
2025-06-09,rajasthan,jaisalmer,26,14,0
2025-06-09,rajasthan,jalor,73,45,1
2025-06-09,rajasthan,jhalawar,84,20,0
2025-06-09,rajasthan,jhunjhunu,6,0,0
2025-06-09,rajasthan,jhunjhunun,133,29,2
2025-06-09,rajasthan,jodhpur,126,52,2
2025-06-09,rajasthan,karauli,108,31,3
2025-06-09,rajasthan,kota,39,16,1
2025-06-09,rajasthan,nagaur,161,51,1
2025-06-09,rajasthan,pali,26,8,2
2025-06-09,rajasthan,pratapgarh,17,8,0
2025-06-09,rajasthan,rajsamand,20,7,0
2025-06-09,rajasthan,sawai madhopur,65,19,1
2025-06-09,rajasthan,sikar,195,34,0
2025-06-09,rajasthan,sirohi,14,13,0
2025-06-09,rajasthan,tonk,60,17,0
2025-06-09,rajasthan,udaipur,23,11,0
2025-06-09,sikkim,east sikkim,1,1,0
2025-06-09,sikkim,south,1,0,0
2025-06-09,sikkim,west,1,0,0
2025-06-09,sikkim,west sikkim,1,0,0
2025-06-09,tamil nadu,ariyalur,28,0,0
2025-06-09,tamil nadu,chengalpattu,14,4,0
2025-06-09,tamil nadu,chennai,103,52,1
2025-06-09,tamil nadu,coimbatore,95,27,0
2025-06-09,tamil nadu,cuddalore,65,11,0
2025-06-09,tamil nadu,dharmapuri,58,6,0
2025-06-09,tamil nadu,dindigul,63,18,0
2025-06-09,tamil nadu,erode,81,20,0
2025-06-09,tamil nadu,kallakurichi,5,0,0
2025-06-09,tamil nadu,kancheepuram,164,67,2
2025-06-09,tamil nadu,kanniyakumari,30,2,0
2025-06-09,tamil nadu,kanyakumari,25,1,0
2025-06-09,tamil nadu,karur,47,16,0
2025-06-09,tamil nadu,krishnagiri,29,7,0
2025-06-09,tamil nadu,madurai,142,14,0
2025-06-09,tamil nadu,mayiladuthurai,2,2,0
2025-06-09,tamil nadu,nagapattinam,41,10,0
2025-06-09,tamil nadu,namakkal,78,7,0
2025-06-09,tamil nadu,perambalur,18,0,0
2025-06-09,tamil nadu,pudukkottai,52,18,0
2025-06-09,tamil nadu,ramanathapuram,20,2,0
2025-06-09,tamil nadu,ranipet,2,0,0
2025-06-09,tamil nadu,salem,88,18,0
2025-06-09,tamil nadu,sivaganga,36,8,0
2025-06-09,tamil nadu,tenkasi,8,1,0
2025-06-09,tamil nadu,thanjavur,59,17,0
2025-06-09,tamil nadu,the nilgiris,5,0,0
2025-06-09,tamil nadu,theni,31,8,0
2025-06-09,tamil nadu,thiruvallur,2,0,0
2025-06-09,tamil nadu,thiruvarur,34,7,0
2025-06-09,tamil nadu,thoothukkudi,63,32,0
2025-06-09,tamil nadu,tiruchirappalli,139,19,0
2025-06-09,tamil nadu,tirunelveli,67,11,0
2025-06-09,tamil nadu,tirupattur,8,1,0
2025-06-09,tamil nadu,tiruppur,66,11,0
2025-06-09,tamil nadu,tiruvallur,115,41,0
2025-06-09,tamil nadu,tiruvannamalai,67,15,0
2025-06-09,tamil nadu,vellore,87,15,0
2025-06-09,tamil nadu,villupuram,55,10,0
2025-06-09,tamil nadu,viluppuram,51,5,0
2025-06-09,tamil nadu,virudhunagar,58,2,0
2025-06-09,telangana,adilabad,42,3,0
2025-06-09,telangana,bhadradri kothagudem,41,10,0
2025-06-09,telangana,hanumakonda,18,2,0
2025-06-09,telangana,hyderabad,63,12,4
2025-06-09,telangana,jagitial,25,2,0
2025-06-09,telangana,jangaon,5,0,0
2025-06-09,telangana,jangoan,20,2,0
2025-06-09,telangana,jayashankar bhupalpally,10,1,0
2025-06-09,telangana,jogulamba gadwal,40,4,0
2025-06-09,telangana,k.v. rangareddy,115,37,3
2025-06-09,telangana,kamareddy,20,1,0
2025-06-09,telangana,karimnagar,96,14,0
2025-06-09,telangana,khammam,46,20,0
2025-06-09,telangana,komaram bheem,20,8,0
2025-06-09,telangana,mahabubabad,19,5,0
2025-06-09,telangana,mahabubnagar,145,42,0
2025-06-09,telangana,mancherial,15,2,0
2025-06-09,telangana,medak,108,25,0
2025-06-09,telangana,medchal-malkajgiri,31,14,1
2025-06-09,telangana,medchal−malkajgiri,2,1,0
2025-06-09,telangana,mulugu,18,2,0
2025-06-09,telangana,nagarkurnool,12,6,0
2025-06-09,telangana,nalgonda,74,18,0
2025-06-09,telangana,narayanpet,23,4,0
2025-06-09,telangana,nirmal,23,2,0
2025-06-09,telangana,nizamabad,127,15,0
2025-06-09,telangana,peddapalli,13,0,0
2025-06-09,telangana,rajanna sircilla,16,2,0
2025-06-09,telangana,rangareddy,4,0,0
2025-06-09,telangana,sangareddy,38,9,1
2025-06-09,telangana,siddipet,28,3,0
2025-06-09,telangana,suryapet,23,5,0
2025-06-09,telangana,vikarabad,31,13,0
2025-06-09,telangana,wanaparthy,29,4,0
2025-06-09,telangana,warangal,40,8,0
2025-06-09,telangana,warangal (urban),1,0,0
2025-06-09,telangana,warangal rural,15,1,0
2025-06-09,telangana,warangal urban,10,1,0
2025-06-09,telangana,yadadri.,13,6,0
2025-06-09,tripura,dhalai,16,7,0
2025-06-09,tripura,dhalai  *,0,1,0
2025-06-09,tripura,gomati,8,1,0
2025-06-09,tripura,khowai,3,2,0
2025-06-09,tripura,north tripura,10,7,0
2025-06-09,tripura,sepahijala,14,6,0
2025-06-09,tripura,south tripura,12,4,0
2025-06-09,tripura,unakoti,7,2,0
2025-06-09,tripura,west tripura,16,13,1
2025-06-09,uttar pradesh,agra,123,126,6
2025-06-09,uttar pradesh,aligarh,153,120,0
2025-06-09,uttar pradesh,allahabad,108,122,0
2025-06-09,uttar pradesh,ambedkar nagar,57,65,0
2025-06-09,uttar pradesh,amethi,71,44,0
2025-06-09,uttar pradesh,amroha,58,28,0
2025-06-09,uttar pradesh,auraiya,21,20,0
2025-06-09,uttar pradesh,ayodhya,19,2,0
2025-06-09,uttar pradesh,azamgarh,95,182,1
2025-06-09,uttar pradesh,baghpat,48,54,2
2025-06-09,uttar pradesh,bahraich,143,226,18
2025-06-09,uttar pradesh,ballia,71,96,0
2025-06-09,uttar pradesh,balrampur,23,59,1
2025-06-09,uttar pradesh,banda,39,50,1
2025-06-09,uttar pradesh,bara banki,97,80,0
2025-06-09,uttar pradesh,barabanki,14,7,0
2025-06-09,uttar pradesh,bareilly,123,72,0
2025-06-09,uttar pradesh,basti,54,61,1
2025-06-09,uttar pradesh,bhadohi,7,6,0
2025-06-09,uttar pradesh,bijnor,121,48,0
2025-06-09,uttar pradesh,budaun,103,96,4
2025-06-09,uttar pradesh,bulandshahar,3,3,0
2025-06-09,uttar pradesh,bulandshahr,136,100,2
2025-06-09,uttar pradesh,chandauli,65,54,0
2025-06-09,uttar pradesh,chitrakoot,29,34,1
2025-06-09,uttar pradesh,deoria,95,113,1
2025-06-09,uttar pradesh,etah,42,32,1
2025-06-09,uttar pradesh,etawah,26,37,0
2025-06-09,uttar pradesh,faizabad,83,60,0
2025-06-09,uttar pradesh,farrukhabad,34,35,0
2025-06-09,uttar pradesh,fatehpur,50,40,0
2025-06-09,uttar pradesh,firozabad,52,56,1
2025-06-09,uttar pradesh,gautam buddha nagar,85,103,3
2025-06-09,uttar pradesh,ghaziabad,141,128,5
2025-06-09,uttar pradesh,ghazipur,67,98,0
2025-06-09,uttar pradesh,gonda,105,103,3
2025-06-09,uttar pradesh,gorakhpur,104,174,2
2025-06-09,uttar pradesh,hamirpur,47,21,0
2025-06-09,uttar pradesh,hapur,39,29,0
2025-06-09,uttar pradesh,hardoi,84,102,1
2025-06-09,uttar pradesh,hathras,28,25,0
2025-06-09,uttar pradesh,jalaun,22,37,0
2025-06-09,uttar pradesh,jaunpur,67,128,0
2025-06-09,uttar pradesh,jhansi,43,24,0
2025-06-09,uttar pradesh,kannauj,32,35,3
2025-06-09,uttar pradesh,kanpur dehat,57,67,1
2025-06-09,uttar pradesh,kanpur nagar,137,133,3
2025-06-09,uttar pradesh,kasganj,28,21,3
2025-06-09,uttar pradesh,kaushambi,46,26,1
2025-06-09,uttar pradesh,kheri,113,123,1
2025-06-09,uttar pradesh,kushinagar,90,84,1
2025-06-09,uttar pradesh,lalitpur,38,15,2
2025-06-09,uttar pradesh,lucknow,158,170,2
2025-06-09,uttar pradesh,maharajganj,61,97,3
2025-06-09,uttar pradesh,mahoba,24,25,0
2025-06-09,uttar pradesh,mainpuri,42,40,0
2025-06-09,uttar pradesh,mathura,112,74,0
2025-06-09,uttar pradesh,mau,43,87,2
2025-06-09,uttar pradesh,meerut,108,73,2
2025-06-09,uttar pradesh,mirzapur,77,70,0
2025-06-09,uttar pradesh,moradabad,141,42,0
2025-06-09,uttar pradesh,muzaffarnagar,94,46,1
2025-06-09,uttar pradesh,pilibhit,71,56,0
2025-06-09,uttar pradesh,pratapgarh,91,84,0
2025-06-09,uttar pradesh,prayagraj,8,6,0
2025-06-09,uttar pradesh,rae bareli,54,48,2
2025-06-09,uttar pradesh,rampur,69,57,0
2025-06-09,uttar pradesh,saharanpur,139,62,0
2025-06-09,uttar pradesh,sambhal,68,80,1
2025-06-09,uttar pradesh,sant kabir nagar,37,41,1
2025-06-09,uttar pradesh,sant ravidas nagar,17,31,0
2025-06-09,uttar pradesh,sant ravidas nagar bhadohi,2,0,0
2025-06-09,uttar pradesh,shahjahanpur,90,110,4
2025-06-09,uttar pradesh,shamli,134,43,0
2025-06-09,uttar pradesh,shrawasti,22,25,2
2025-06-09,uttar pradesh,siddharthnagar,44,99,7
2025-06-09,uttar pradesh,sitapur,115,102,9
2025-06-09,uttar pradesh,sonbhadra,78,36,0
2025-06-09,uttar pradesh,sultanpur,85,52,0
2025-06-09,uttar pradesh,unnao,58,81,2
2025-06-09,uttar pradesh,varanasi,90,145,0
2025-06-09,uttarakhand,almora,24,3,0
2025-06-09,uttarakhand,bageshwar,7,1,0
2025-06-09,uttarakhand,chamoli,14,1,0
2025-06-09,uttarakhand,champawat,15,1,0
2025-06-09,uttarakhand,dehradun,98,18,0
2025-06-09,uttarakhand,hardwar,0,3,0
2025-06-09,uttarakhand,haridwar,54,18,1
2025-06-09,uttarakhand,nainital,37,7,0
2025-06-09,uttarakhand,pauri garhwal,29,2,1
2025-06-09,uttarakhand,pithoragarh,7,1,1
2025-06-09,uttarakhand,rudraprayag,10,1,0
2025-06-09,uttarakhand,tehri garhwal,32,3,0
2025-06-09,uttarakhand,udham singh nagar,81,22,0
2025-06-09,uttarakhand,uttarkashi,8,2,0
2025-06-09,west bengal,alipurduar,16,3,4
2025-06-09,west bengal,bankura,148,43,8
2025-06-09,west bengal,barddhaman,258,41,0
2025-06-09,west bengal,bardhaman,34,4,0
2025-06-09,west bengal,birbhum,252,37,0
2025-06-09,west bengal,cooch behar,88,46,3
2025-06-09,west bengal,dakshin dinajpur,113,15,2
2025-06-09,west bengal,darjeeling,33,17,6
2025-06-09,west bengal,darjiling,6,3,0
2025-06-09,west bengal,east midnapore,36,9,0
2025-06-09,west bengal,haora,37,16,0
2025-06-09,west bengal,hooghly,187,73,0
2025-06-09,west bengal,howrah,167,51,2
2025-06-09,west bengal,hugli,3,0,0
2025-06-09,west bengal,jalpaiguri,83,55,3
2025-06-09,west bengal,jhargram,5,1,0
2025-06-09,west bengal,kalimpong,3,1,0
2025-06-09,west bengal,koch bihar,31,19,0
2025-06-09,west bengal,kolkata,71,75,4
2025-06-09,west bengal,malda,169,59,0
2025-06-09,west bengal,maldah,14,6,0
2025-06-09,west bengal,murshidabad,682,86,0
2025-06-09,west bengal,nadia,182,27,10
2025-06-09,west bengal,north 24 parganas,503,115,18
2025-06-09,west bengal,north dinajpur,2,0,0
2025-06-09,west bengal,north twenty four parganas,31,10,0
2025-06-09,west bengal,paschim bardhaman,13,10,1
2025-06-09,west bengal,paschim medinipur,251,75,0
2025-06-09,west bengal,purba bardhaman,65,5,0
2025-06-09,west bengal,purba medinipur,284,24,2
2025-06-09,west bengal,purulia,19,3,0
2025-06-09,west bengal,puruliya,210,65,3
2025-06-09,west bengal,south 24 parganas,376,143,4
2025-06-09,west bengal,south dinajpur,3,2,0
2025-06-09,west bengal,south twenty four parganas,40,16,0
2025-06-09,west bengal,uttar dinajpur,266,111,2
2025-06-09,west bengal,west midnapore,25,13,0
2025-06-11,andaman and nicobar islands,north and middle andaman,3,0,0
2025-06-11,andhra pradesh,adilabad,13,1,0
2025-06-11,andhra pradesh,alluri sitharama raju,10,2,1
2025-06-11,andhra pradesh,anakapalli,5,0,0
2025-06-11,andhra pradesh,anantapur,60,1,0
2025-06-11,andhra pradesh,ananthapur,22,3,0
2025-06-11,andhra pradesh,ananthapuramu,27,1,1
2025-06-11,andhra pradesh,annamayya,8,0,0
2025-06-11,andhra pradesh,bapatla,3,0,0
2025-06-11,andhra pradesh,chittoor,61,7,0
2025-06-11,andhra pradesh,cuddapah,58,11,1
2025-06-11,andhra pradesh,dr. b. r. ambedkar konaseema,5,0,0
2025-06-11,andhra pradesh,east godavari,75,6,0
2025-06-11,andhra pradesh,eluru,11,1,0
2025-06-11,andhra pradesh,guntur,94,9,1
2025-06-11,andhra pradesh,hyderabad,33,11,0
2025-06-11,andhra pradesh,kakinada,5,2,1
2025-06-11,andhra pradesh,karim nagar,1,0,0
2025-06-11,andhra pradesh,karimnagar,3,1,0
2025-06-11,andhra pradesh,khammam,11,2,0
2025-06-11,andhra pradesh,krishna,68,9,2
2025-06-11,andhra pradesh,kurnool,111,8,2
2025-06-11,andhra pradesh,mahabub nagar,9,2,0
2025-06-11,andhra pradesh,mahbubnagar,1,1,0
2025-06-11,andhra pradesh,medak,16,2,0
2025-06-11,andhra pradesh,n. t. r,5,3,1
2025-06-11,andhra pradesh,nalgonda,13,4,0
2025-06-11,andhra pradesh,nandyal,17,0,0
2025-06-11,andhra pradesh,nellore,51,13,0
2025-06-11,andhra pradesh,nizamabad,0,1,0
2025-06-11,andhra pradesh,palnadu,19,1,0
2025-06-11,andhra pradesh,parvathipuram manyam,8,0,0
2025-06-11,andhra pradesh,prakasam,65,16,0
2025-06-11,andhra pradesh,rangareddi,11,4,0
2025-06-11,andhra pradesh,sri potti sriramulu nellore,9,19,15
2025-06-11,andhra pradesh,sri sathya sai,15,0,0
2025-06-11,andhra pradesh,srikakulam,59,2,0
2025-06-11,andhra pradesh,tirupati,7,26,1
2025-06-11,andhra pradesh,visakhapatnam,82,6,1
2025-06-11,andhra pradesh,vizianagaram,52,0,0
2025-06-11,andhra pradesh,warangal,10,4,0
2025-06-11,andhra pradesh,west godavari,65,3,0
2025-06-11,andhra pradesh,y. s. r,15,0,0
2025-06-11,arunachal pradesh,anjaw,2,0,0
2025-06-11,arunachal pradesh,changlang,8,2,0
2025-06-11,arunachal pradesh,east kameng,1,1,1
2025-06-11,arunachal pradesh,east siang,1,2,0
2025-06-11,arunachal pradesh,kra daadi,0,2,0
2025-06-11,arunachal pradesh,kurung kumey,0,4,0
2025-06-11,arunachal pradesh,longding,2,18,2
2025-06-11,arunachal pradesh,lower dibang valley,0,1,0
2025-06-11,arunachal pradesh,lower siang,1,1,0
2025-06-11,arunachal pradesh,lower subansiri,1,0,0
2025-06-11,arunachal pradesh,papum pare,0,6,0
2025-06-11,arunachal pradesh,shi-yomi,0,8,0
2025-06-11,arunachal pradesh,tawang,1,0,0
2025-06-11,arunachal pradesh,tirap,3,2,0
2025-06-11,arunachal pradesh,west kameng,2,0,0
2025-06-11,arunachal pradesh,west siang,1,0,0
2025-06-11,assam,bajali,0,0,2
2025-06-11,assam,baksa,6,5,0
2025-06-11,assam,barpeta,106,24,28
2025-06-11,assam,biswanath,6,10,0
2025-06-11,assam,bongaigaon,34,3,4
2025-06-11,assam,cachar,47,20,15
2025-06-11,assam,charaideo,7,3,0
2025-06-11,assam,chirang,8,7,0
2025-06-11,assam,darrang,40,11,5
2025-06-11,assam,dhemaji,38,9,25
2025-06-11,assam,dhubri,91,26,0
2025-06-11,assam,dibrugarh,9,11,66
2025-06-11,assam,dima hasao,0,2,0
2025-06-11,assam,goalpara,52,8,19
2025-06-11,assam,golaghat,25,20,19
2025-06-11,assam,hailakandi,24,4,7
2025-06-11,assam,hojai,15,12,0
2025-06-11,assam,jorhat,24,2,16
2025-06-11,assam,kamrup,45,10,1
2025-06-11,assam,kamrup metro,33,14,3
2025-06-11,assam,karbi anglong,26,18,20
2025-06-11,assam,karimganj,65,13,0
2025-06-11,assam,kokrajhar,12,13,0
2025-06-11,assam,lakhimpur,33,15,5
2025-06-11,assam,marigaon,50,15,15
2025-06-11,assam,nagaon,74,22,0
2025-06-11,assam,nalbari,26,13,14
2025-06-11,assam,north cachar hills,0,1,0
2025-06-11,assam,sibsagar,23,5,22
2025-06-11,assam,sonitpur,33,22,0
2025-06-11,assam,south salmara mankachar,10,6,0
2025-06-11,assam,sribhumi,3,1,0
2025-06-11,assam,tamulpur district,0,1,0
2025-06-11,assam,tinsukia,23,9,3
2025-06-11,assam,udalguri,20,2,0
2025-06-11,assam,west karbi anglong,2,4,28
2025-06-11,bihar,araria,95,63,1
2025-06-11,bihar,arwal,8,33,0
2025-06-11,bihar,aurangabad,26,113,0
2025-06-11,bihar,aurangabad(bh),1,2,0
2025-06-11,bihar,banka,65,60,0
2025-06-11,bihar,begusarai,52,27,0
2025-06-11,bihar,bhagalpur,59,92,0
2025-06-11,bihar,bhojpur,15,112,0
2025-06-11,bihar,buxar,18,28,0
2025-06-11,bihar,darbhanga,39,58,0
2025-06-11,bihar,east champaran,75,235,12
2025-06-11,bihar,gaya,60,259,2
2025-06-11,bihar,gopalganj,26,63,4
2025-06-11,bihar,jamui,58,81,2
2025-06-11,bihar,jehanabad,4,38,0
2025-06-11,bihar,kaimur (bhabua),26,19,1
2025-06-11,bihar,katihar,131,43,3
2025-06-11,bihar,khagaria,12,35,3
2025-06-11,bihar,kishanganj,96,20,1
2025-06-11,bihar,lakhisarai,15,18,1
2025-06-11,bihar,madhepura,36,55,1
2025-06-11,bihar,madhubani,109,157,8
2025-06-11,bihar,munger,8,13,0
2025-06-11,bihar,muzaffarpur,43,82,0
2025-06-11,bihar,nalanda,34,166,2
2025-06-11,bihar,nawada,27,269,1
2025-06-11,bihar,pashchim champaran,1,0,0
2025-06-11,bihar,patna,18,117,2
2025-06-11,bihar,purnea,1,1,0
2025-06-11,bihar,purnia,79,56,0
2025-06-11,bihar,rohtas,19,43,0
2025-06-11,bihar,saharsa,32,67,4
2025-06-11,bihar,samastipur,82,78,6
2025-06-11,bihar,samstipur,2,0,0
2025-06-11,bihar,saran,33,231,3
2025-06-11,bihar,sheikhpura,7,21,1
2025-06-11,bihar,sheohar,33,12,0
2025-06-11,bihar,sitamarhi,109,94,15
2025-06-11,bihar,siwan,37,115,1
2025-06-11,bihar,supaul,74,120,8
2025-06-11,bihar,vaishali,41,132,1
2025-06-11,bihar,west champaran,76,230,12
2025-06-11,chandigarh,chandigarh,20,2,0
2025-06-11,chhattisgarh,balod,11,0,0
2025-06-11,chhattisgarh,baloda bazar,33,5,0
2025-06-11,chhattisgarh,balrampur,32,13,0
2025-06-11,chhattisgarh,bastar,19,4,0
2025-06-11,chhattisgarh,bemetara,36,6,0
2025-06-11,chhattisgarh,bijapur,19,6,20
2025-06-11,chhattisgarh,bilaspur,58,9,1
2025-06-11,chhattisgarh,dakshin bastar dantewada,12,5,0
2025-06-11,chhattisgarh,dantewada,11,3,0
2025-06-11,chhattisgarh,dhamtari,15,0,0
2025-06-11,chhattisgarh,durg,11,4,2
2025-06-11,chhattisgarh,gariyaband,14,3,0
2025-06-11,chhattisgarh,janjgir-champa,49,2,0
2025-06-11,chhattisgarh,jashpur,10,7,0
2025-06-11,chhattisgarh,kabeerdham,3,3,2
2025-06-11,chhattisgarh,kanker,11,4,1
2025-06-11,chhattisgarh,kawardha,18,2,0
2025-06-11,chhattisgarh,khairagarh chhuikhadan gandai,4,2,0
2025-06-11,chhattisgarh,kondagaon,29,14,0
2025-06-11,chhattisgarh,korba,21,12,0
2025-06-11,chhattisgarh,koriya,8,3,0
2025-06-11,chhattisgarh,mahasamund,31,4,0
2025-06-11,chhattisgarh,manendragarh–chirmiri–bharatpur,0,1,0
2025-06-11,chhattisgarh,mohla-manpur-ambagarh chouki,2,0,0
2025-06-11,chhattisgarh,mungeli,17,3,0
2025-06-11,chhattisgarh,narayanpur,2,2,0
2025-06-11,chhattisgarh,raigarh,31,7,0
2025-06-11,chhattisgarh,raipur,63,12,2
2025-06-11,chhattisgarh,rajnandgaon,57,5,0
2025-06-11,chhattisgarh,sakti,5,0,0
2025-06-11,chhattisgarh,sarangarh-bilaigarh,1,0,0
2025-06-11,chhattisgarh,sukma,7,4,0
2025-06-11,chhattisgarh,surajpur,5,7,0
2025-06-11,chhattisgarh,surguja,19,8,0
2025-06-11,chhattisgarh,uttar bastar kanker,6,1,0
2025-06-11,dadra and nagar haveli,dadra and nagar haveli,5,1,0
2025-06-11,dadra and nagar haveli and daman and diu,diu,0,3,0
2025-06-11,delhi,central delhi,19,8,2
2025-06-11,delhi,east delhi,32,13,0
2025-06-11,delhi,najafgarh,2,0,0
2025-06-11,delhi,new delhi,2,0,0
2025-06-11,delhi,north delhi,26,8,0
2025-06-11,delhi,north east,10,3,0
2025-06-11,delhi,north east delhi,47,24,0
2025-06-11,delhi,north west delhi,90,31,3
2025-06-11,delhi,shahdara,0,2,0
2025-06-11,delhi,south delhi,82,18,6
2025-06-11,delhi,south east delhi,2,0,0
2025-06-11,delhi,south west delhi,42,19,5
2025-06-11,delhi,west delhi,49,22,4
2025-06-11,goa,north goa,16,4,0
2025-06-11,goa,south goa,7,2,0
2025-06-11,gujarat,ahmadabad,5,0,0
2025-06-11,gujarat,ahmedabad,90,34,4
2025-06-11,gujarat,amreli,11,0,6
2025-06-11,gujarat,anand,24,3,17
2025-06-11,gujarat,arvalli,3,0,0
2025-06-11,gujarat,banaskantha,22,8,22
2025-06-11,gujarat,bharuch,14,4,3
2025-06-11,gujarat,bhavnagar,47,5,2
2025-06-11,gujarat,botad,1,0,1
2025-06-11,gujarat,chhotaudepur,4,2,18
2025-06-11,gujarat,dahod,29,18,3
2025-06-11,gujarat,devbhumi dwarka,5,0,4
2025-06-11,gujarat,dohad,9,6,0
2025-06-11,gujarat,gandhinagar,14,7,5
2025-06-11,gujarat,gir somnath,17,2,0
2025-06-11,gujarat,jamnagar,19,6,7
2025-06-11,gujarat,junagadh,33,1,31
2025-06-11,gujarat,kachchh,16,7,3
2025-06-11,gujarat,kheda,19,4,9
2025-06-11,gujarat,mahesana,21,2,0
2025-06-11,gujarat,mahisagar,6,2,1
2025-06-11,gujarat,morbi,7,1,0
2025-06-11,gujarat,narmada,7,4,0
2025-06-11,gujarat,navsari,10,2,3
2025-06-11,gujarat,panchmahals,19,4,0
2025-06-11,gujarat,patan,13,1,2
2025-06-11,gujarat,porbandar,1,0,1
2025-06-11,gujarat,rajkot,45,7,4
2025-06-11,gujarat,sabar kantha,2,0,0
2025-06-11,gujarat,sabarkantha,11,5,2
2025-06-11,gujarat,surat,89,37,6
2025-06-11,gujarat,surendra nagar,28,8,1
2025-06-11,gujarat,tapi,4,0,3
2025-06-11,gujarat,the dangs,5,1,0
2025-06-11,gujarat,vadodara,64,12,4
2025-06-11,gujarat,valsad,20,6,2
2025-06-11,haryana,ambala,35,2,0
2025-06-11,haryana,bhiwani,29,1,0
2025-06-11,haryana,charkhi dadri,6,0,0
2025-06-11,haryana,faridabad,92,22,5
2025-06-11,haryana,fatehabad,26,2,0
2025-06-11,haryana,gurgaon,55,10,0
2025-06-11,haryana,hisar,39,5,0
2025-06-11,haryana,jhajjar,23,0,0
2025-06-11,haryana,jind,36,1,0
2025-06-11,haryana,kaithal,21,0,0
2025-06-11,haryana,karnal,26,1,0
2025-06-11,haryana,kurukshetra,21,1,0
2025-06-11,haryana,mahendragarh,26,2,0
2025-06-11,haryana,mewat,95,4,0
2025-06-11,haryana,palwal,87,2,1
2025-06-11,haryana,panchkula,15,3,0
